Housing_Id,heating_features,cooling_features
27453,Central,Central Air
27454,"High Efficiency, Fireplace(s), See Remarks","Wall/Window Unit(s), High Efficiency, See Remarks"
27456,Forced Air - Gas,"AC Central, Ceiling Fans Pre-Wired"
27457,Central Forced Air - Gas,Central AC
27458,"Electric, Wall Furnace",Missing
27461,"Baseboard, Stove, Electric, Wood / Pellet",None
27463,Central,Central Air
27464,Central,Wall/Window Unit(s)
27465,Central Forced Air - Gas,Central AC
27466,Central,Central Air
27467,"Fireplace, Central Forced Air - Gas",None
27469,"Electric, Central","Central Air, Multi Units, Evaporative Cooling"
27470,"Forced air, Heat pump, Electric",Central
27471,Other,Central
27472,Central,Central Air
27473,Missing,Missing
27475,Central,Central Air
27478,Central,Central Air
27479,Forced air,Central
27481,Forced air,Central
27482,Central Forced Air - Gas,None
27483,Central,Central Air
27485,Central Forced Air - Gas,Central AC
27486,"Natural Gas, Central",Central Air
27487,Missing,Central Air
27490,Central,Central Air
27493,Electric,None
27494,Missing,Central Air
27495,Heat Pump,"Refrigerator, Central"
27496,"Baseboard, Electric",Missing
27497,Gravity,None
27498,Forced Air,Missing
27499,Central Forced Air,Central AC
27500,Forced Air,None
27501,Forced Air,Central Air
27503,Wall Heater,Missing
27504,Central,Central Air
27505,Central Forced Air - Gas,None
27507,"Heat Pump, Wall Unit","AC Central, AC Wall, AC Zoned, Ceiling Fans Pre-Wired"
27508,Central,Missing
27510,Central Forced Air - Gas,"Ceiling Fan, Whole House / Attic Fan"
27511,Forced Air,Central AC
27513,Forced air,Central
27514,Missing,None
27515,"Forced air, Gas, Other","Central, Other"
27516,Forced air,Central
27517,"See Remarks, Forced Air",Central Air
27520,"Fireplace, Central Forced Air - Gas",Central AC
27521,Forced Air,None
27522,Radiant,Missing
27523,Central,None
27525,Steam,Missing
27526,Wall Furnace,None
27527,Central,Central Air
27528,"Baseboard, Electric, Radiant",Missing
27529,Central,Central Air
27530,"Radiant, Electric",Other
27531,Forced air,Missing
27532,Central,Central Air
27533,Central,Central Air
27537,Wall Furnace,None
27538,Central,Missing
27539,Central,Central Air
27540,Central,Central Air
27541,Central,Central Air
27542,Forced Air,Central Air
27543,Central,Central Air
27544,"Gas, Propane, Wood Stove, Central","Ceiling Fan(s), Central, MultiZone"
27545,Central,Central Air
27546,Central Forced Air,Central
27547,Central,Central Air
27548,"Forced air, Gas",None
27549,"Central, Gas",Missing
27550,"Central, Gas",Missing
27551,"Electric, Baseboard",None
27552,Central,Central Air
27553,Central Forced Air,None
27554,Missing,Missing
27555,Central Forced Air - Gas,Ceiling Fan
27556,Missing,Missing
27557,Floor Furnace,Window Unit(s)
27558,Wall,Central Air
27559,Central,"Central Air, Zoned"
27560,Central,None
27561,Electric,None
27562,"Propane, Wall Furnace, Wood Stove",None
27563,"Forced air, Gas",Missing
27564,Forced Air,Central AC
27565,"Forced Air, Heating - 2+ Zones","Multi-Zone, Central AC"
27566,Steam,Missing
27568,Wall Furnace,Ceiling Fan
27570,Central,Central Air
27572,"Electric, Fireplace(s), Wall Furnace, Wood",Wall/Window Unit(s)
27573,Forced Air - Gas,Central
27576,"Natural Gas, Forced Air",Missing
27577,Central,Central Air
27578,Central,Central Air
27579,Forced Air - Gas,Evap Central
27580,"Forced air, Gas",None
27582,Central Forced Air,Central AC
27583,Central,Central Air
27584,Forced air,Missing
27585,"Propane, Central",Central Air
27586,Central Forced Air,Central AC
27588,Central Forced Air,Ceiling Fan
27589,Wall Furnace,None
27590,Missing,Missing
27591,Propane,Evap Cooler
27592,Forced Air,Central AC
27594,Wall Furnace,Missing
27595,Forced air,Other
27597,Gas,Central
27598,"Forced air, Electric, Gas, Solar","Central, Solar"
27599,Missing,Central Air
27600,Central,Central Air
27601,"Forced air, Gas",Central Forced Air
27602,"Wall, Electric",None
27603,Central,Central Air
27604,Wall Furnace,Missing
27605,Forced air,Central
27606,Central Forced Air,Whole House / Attic Fan
27607,Missing,Missing
27609,Central,Central Air
27610,Missing,Missing
27611,"Floor Furnace, Gravity",Central Air
27612,Central Forced Air,"Central AC, Window / Wall Unit"
27614,Central Forced Air,None
27616,Central,Central Air
27617,"Natural Gas, Fireplace(s)","Central Air, Dual"
27618,Gas,None
27619,"Forced Air/Central, Wall Unit",Evaporative
27620,"Forced air, Other, Gas",Central
27621,"Forced Air, Propane, Fireplace(s)",Other
27623,"Forced air, Gas",Central
27624,Missing,Missing
27625,"Central, Solar",Central Air
27627,"Central, Forced Air, Natural Gas",Missing
27628,Central,"Central Air, Dual"
27629,"Hot Water, None",Missing
27630,Wall Furnace,None
27631,Central Forced Air,Central AC
27632,Wall,Missing
27633,Central Forced Air - Gas,Ceiling Fan
27635,"Central, Forced Air",Central Air
27636,"Gas, Central Forced Air",Central AC
27637,Missing,Missing
27638,Wall Furnace,None
27640,Missing,Missing
27642,Central Forced Air,"Ceiling Fan, Central AC"
27643,"Central, Zoned",Central Air
27644,Central,Central Air
27646,Floor Furnace,None
27647,Missing,None
27648,Other,Missing
27649,Forced air,None
27650,"Central, Gas",Missing
27651,Central Forced Air,Central AC
27652,Central,Central Air
27653,Wall Furnace,None
27654,"Forced air, Electric, Gas",Missing
27655,Heat Pump,Other
27656,"Forced air, Gas",None
27657,Central,Missing
27658,Central Forced Air - Gas,None
27659,"Wall Furnace, Propane, Wood Stove",None
27663,Central,Central Air
27664,Central,Central Air
27666,Missing,Wall
27667,Central Forced Air,Other
27668,"Gas, Forced Air",Central AC
27669,Central,Central Air
27670,Missing,None
27671,Forced Air,Central Air
27672,Central,None
27673,"Other, Gas, Propane / Butane",None
27674,"None, Forced air",Other
27675,"Propane, Natural Gas, Zoned, Central, Wood Stove, MultiUnits","Window Unit(s), Central Air, Multi Units"
27676,Central,Central Air
27677,Missing,None
27679,Wall Furnace,None
27680,Central,Missing
27681,Fireplace(s),"Ceiling Fan(s), Central"
27682,"Central, Wood Stove",Central Air
27683,Missing,Missing
27684,Propane / Butane,None
27686,Missing,Missing
27689,"Propane, Central",None
27692,Forced air,Other
27693,Forced air,Central
27694,Central,None
27695,Fireplace,None
27697,Forced air,None
27698,Central Forced Air,None
27700,Central,Central Air
27701,Forced air,Missing
27702,Central Forced Air,Central AC
27703,Central,Central Air
27704,"Central, Gas",Central Air
27706,"Radiant, Solar",None
27707,Other,None
27708,"Forced air, Wood / Pellet",Central
27709,Floor Furnace,None
27711,Central,Central Air
27712,"Forced air, Propane / Butane",Central
27713,Central,Central Air
27717,Central,Central
27719,Solar,Refrigerator
27720,Central,Missing
27722,Heat pump,Refrigerator
27723,Central,Central Air
27724,Missing,None
27725,"Fireplace, Central Forced Air - Gas","Multi-Zone, Central AC"
27726,"Central, Forced Air",Central Air
27727,Forced air,Central
27728,"Baseboard, Central, Gas",Missing
27729,"Central, Gas",Missing
27730,Central Forced Air,Central AC
27731,"Forced air, Gas",Central
27732,Missing,None
27733,"Forced Air, Central Forced Air",Central AC
27734,Forced air,None
27735,Wall Furnace,None
27736,"Central, Forced Air",Central Air
27737,"Central, Forced Air",Central Air
27738,Central Forced Air,Central AC
27739,"Forced air, Gas",Missing
27740,Electric,None
27742,Central,Central Air
27743,"Forced air, Gas",Central
27744,Central,None
27745,Central Forced Air,None
27746,Central,Wall/Window Unit(s)
27749,Stove Propane,Other-Rmks
27750,Central Forced Air,None
27751,Central,Central Air
27753,Central,Central Air
27754,Central,Missing
27756,"Forced air, Gas",Central
27757,Central Forced Air,Central AC
27758,Central,Missing
27759,Forced air,Missing
27760,Central,Missing
27761,Missing,None
27762,"Stove, Electric",None
27763,Forced Air,Other
27764,Gravity,Missing
27766,"Propane, Woodstove, Forced Air",Missing
27767,"Forced air, Gas",Other
27768,Missing,Missing
27769,Central,Central Air
27770,"None, Wall",Other
27771,Missing,See Remarks
27772,"Forced air, Gas",Other
27774,Central,Central Air
27775,Central,Missing
27776,Forced air,Central
27777,Central,Central Air
27778,See Remarks,See Remarks
27779,Central Forced Air,None
27781,Central Forced Air - Gas,None
27783,Central,None
27784,Central,Central Air
27785,Missing,Central Air
27786,"Forced air, Stove, Propane / Butane",Central
27787,Missing,Central Air
27788,"Wall Furnace, Floor Furnace, Central Forced Air",Central AC
27789,"Gas, Fireplace, Central Forced Air","Ceiling Fan, Central AC"
27790,"Central, Wood Stove",Central Air
27793,Central Forced Air - Gas,Central AC
27794,Central,Central Air
27796,"Forced air, Heat pump",Central
27797,Central Forced Air,"Ceiling Fan, Central AC"
27798,Central,Central Air
27799,Central,Central Air
27801,Baseboard,None
27802,Missing,Missing
27803,"Combination, See Remarks",Wall/Window Unit(s)
27804,Central,Missing
27805,Forced Air,Central Air
27807,Forced Air,Central Air
27808,"Propane, Zoned, Central","Central Air, Zoned"
27809,Gas,None
27810,Missing,See Remarks
27812,"Fireplace, Central Forced Air",None
27813,Forced Air,Missing
27814,"Forced air, Other, Electric, Gas, Wood / Pellet",Central
27815,"Propane, Woodstove, Forced Air",Missing
27816,Missing,Missing
27817,Central Forced Air,Central AC
27818,Missing,None
27819,Central,Central Air
27820,"Central, Forced Air",Central Air
27821,Wood,None
27824,Space Heater,Window / Wall Unit
27825,"Central, Gas",Missing
27826,"Forced air, Gas",None
27828,Missing,Missing
27829,"Baseboard, Electric",Missing
27830,Central,Central Air
27831,Missing,Missing
27832,Forced Air - Elec,AC Central
27833,Central,"Wall/Window Unit(s), Evaporative Cooling"
27834,Central,Central Air
27835,Central Forced Air,None
27837,Missing,Missing
27838,Central,Central Air
27839,Forced air,Central
27840,Central,Missing
27844,Central,Missing
27845,Central Forced Air - Gas,None
27846,Central,Central Air
27847,Missing,Missing
27848,Missing,Central Air
27849,Central,Missing
27850,Other-Attch,Other-Rmks
27851,Central Forced Air,Ceiling Fan
27852,Forced air,Central
27854,Wall Furnace,None
27855,Central,Central
27856,"Wall Furnace, Fireplace",None
27858,Central,Central Air
27860,Central,Central
27861,"Propane, Wood, Fireplace(s), Forced Air","Central Air, Electric"
27862,Wall,None
27864,Central,Central Air
27865,"Central, Fireplace","Air Conditioning, Central"
27866,Central,Central Air
27867,Central,Missing
27869,Central Forced Air,Window / Wall Unit
27870,Central,Central Air
27871,"Central, Gas",Missing
27872,"Central Forced Air, Radiant Floors",None
27873,Central Forced Air - Gas,Central AC
27874,Central,Central Air
27875,Gas,Ceiling Fan
27877,Other,Central
27878,Heat Pump,"AC Central, Evap Zone"
27881,Floor Furnace,Wall/Window Unit(s)
27883,Fireplace(s),Missing
27884,Missing,Missing
27885,"Central, Forced Air","Central, Air Conditioning, Electric"
27886,"Baseboard, Electric",Missing
27887,Forced air,Central
27888,Missing,Missing
27889,Forced Air - Gas,Evap Central
27890,Forced Air,None
27891,"Propane, Central",Central Air
27893,Central Forced Air - Gas,Ceiling Fan
27895,Forced Air,"Ceiling Fan(s), Central Air"
27896,Wall Furnace,None
27897,Wall Furnace,None
27898,Wall,Missing
27900,Missing,Central
27901,"Forced air, Electric",Central
27903,Central,Missing
27905,Central Forced Air,Central AC
27908,Radiant,Missing
27909,"Forced air, Gas",Central
27912,Central,Central Air
27914,"Baseboard, Electric",Missing
27915,"Central, Forced Air","Central Air, Electric"
27916,"Central, Fireplace(s)",Central Air
27917,Stove - Wood,None
27918,"Wall Furnace, Solar",None
27919,"Central, Wood Stove",Central Air
27920,"Forced air, Propane / Butane",Central
27921,Central Forced Air - Gas,Central AC
27922,Missing,Central Air
27923,Forced air,Central
27924,Baseboard,None
27925,Central,Central Air
27926,Forced air,Missing
27927,Missing,Missing
27928,Central,Central Air
27929,"Central, Wood Stove",Central Air
27930,"Radiant, Propane, Wood Stove",Window Unit(s)
27931,"Central Forced Air, Propane",None
27933,Radiant,Missing
27934,Missing,Missing
27935,Missing,Missing
27937,"Propane, Fireplace(s), Forced Air",Central Air
27938,Central,"Central Air, Dual, Electric"
27939,Missing,Missing
27940,"Central, Gas",Missing
27941,Other,Missing
27942,Forced Air,"Ceiling Fan, Central AC"
27943,"Central, Gas",Missing
27944,Central Forced Air - Gas,Central AC
27945,Central,Central Air
27947,Gravity,Missing
27949,Central,Central Air
27951,Central Forced Air,Central AC
27952,Stove - Pellet,Ceiling Fan
27956,"Forced air, Gas",Central
27957,"Gas, Forced Air",Ceiling Fan
27959,Central Forced Air - Gas,Central AC
27960,Wall Furnace,Missing
27961,"Other, Stove, Propane / Butane, Solar","Other, Solar"
27962,Forced air,None
27963,Other,Air Conditioning
27964,"Central, Gas",Missing
27965,"Central, Forced Air",Central Air
27966,"Central, Propane",Central Air
27967,Central Forced Air,Central AC
27969,Central,None
27970,Missing,Missing
27971,Central,None
27972,Missing,Missing
27973,Central,Central Air
27974,"Forced air, Gas",Central
27976,Missing,None
27977,"Central, Gas",Missing
27978,"Natural Gas, Central",Missing
27980,Central,Central Air
27981,"Natural Gas, Central","Window Unit(s), Central Air"
27983,"Propane, Central",Central Air
27985,Forced Air,Central AC
27986,Central,Central Air
27987,Central,Central Air
27988,Fireplace,None
27989,"Central, High Efficiency",None
27990,Central,Central Air
27992,"Stove, Wall, Gas, Propane / Butane",Missing
27993,Central,Central Air
27994,Central Forced Air,"Multi-Zone, Central AC"
27998,"Baseboard, Radiant Floors",Central
27999,Wall Furnace,None
28000,Central,Central Air
28001,Missing,Missing
28002,Central Forced Air - Gas,None
28003,"Central, Baseboard, Natural Gas, ENERGY STAR Qualified Equipment","Central Air, Electric, ENERGY STAR Qualified Equipment"
28004,Forced Air,None
28005,Forced air,Central
28006,Missing,Central Air
28007,Forced Air,Central Air
28010,Central,Central Air
28011,Central Forced Air,Central AC
28013,Central Forced Air,None
28014,"Wall Furnace, Fireplace",None
28015,Missing,None
28017,"Central, Forced Air, Propane","Central Air, Electric"
28018,Central,Missing
28019,"Central, Wood Stove",Central Air
28021,"Heat Pump, Forced Air - Elec, Zoned - Elec",Central
28022,Central,Central Air
28023,Missing,Missing
28025,"Central, Gas",Missing
28026,Central Forced Air - Gas,Ceiling Fan
28027,Central,Central Air
28028,Missing,Missing
28029,None,None
28031,Central,Central Air
28032,Central,Central Air
28033,"Other, Propane / Butane",None
28034,Central Forced Air,None
28035,Central Forced Air - Gas,Central AC
28036,Wall Furnace,Missing
28037,Forced Air,Central Air
28038,Central,Central Air
28039,Wall Furnace,Missing
28040,"Fireplace, Central Forced Air",None
28041,Wall Furnace,None
28042,Forced Air,None
28043,Central,Central Air
28044,Missing,None
28045,Central Forced Air - Gas,Ceiling Fan
28046,Forced Air,None
28051,Missing,Missing
28052,"Forced air, Gas",Central
28053,Central,Central Air
28054,Other,Missing
28055,Forced Air,Central AC
28056,Missing,Missing
28057,Radiant Floors,None
28058,Combination,None
28060,Central Forced Air,Central AC
28061,Missing,Missing
28062,Central,Central Air
28063,"Electric, Baseboard",Ceiling Fan
28064,"Forced air, Gas",Central
28065,Forced Air,None
28066,"Natural Gas, Central, Pellet Stove",Central Air
28067,Central,Central Air
28068,Central Forced Air,Central AC
28070,Electric,Missing
28071,Central,Missing
28072,Central Forced Air,Central AC
28073,Central,"Central Air, Dual"
28074,"Stove, Wood / Pellet",None
28076,Missing,Missing
28078,Missing,Missing
28079,Central,Central Air
28080,Central,Missing
28081,"Forced air, Solar",Solar
28083,Central Forced Air - Gas,Central AC
28084,Missing,Missing
28085,Central,Central Air
28086,Missing,Central Air
28088,Central,Central Air
28089,Missing,Missing
28090,Missing,Missing
28092,Electric,Missing
28094,"Radiant, Gas",None
28095,"Zoned, Central",Central Air
28096,"Heat Pump, Propane",Heat Pump
28097,Central Forced Air,None
28098,Radiant,None
28100,Missing,"Central Air, Zoned, ENERGY STAR Qualified Equipment"
28101,Forced Air,None
28102,"Central, Natural Gas",Central Air
28104,Central,Central Air
28105,Natural Gas,Central Air
28106,Forced air,Central
28107,Forced Air,Central AC
28108,"Other, Radiant, Gas",Central
28110,Central,Central Air
28113,Central,Central Air
28115,Central,Central Air
28116,Forced Air,"Multi-Zone, Central AC"
28117,Central,Central Air
28118,Central,Missing
28120,Missing,Missing
28121,Missing,None
28122,Missing,Missing
28124,"Forced air, Gas",Central
28125,Missing,Missing
28126,Central,Central
28127,"Central, Gas",Missing
28128,Central,Central Air
28130,Radiant,None
28131,Central,Central Air
28132,Central,Central Air
28133,Central Forced Air,Central AC
28135,Central Forced Air - Gas,None
28136,Central,Central Air
28137,Central,Central Air
28138,Central Forced Air - Gas,Central AC
28140,"Central, Fireplace(s)","Central Air, Electric"
28142,Central,Central Air
28143,Forced Air,Central Air
28145,Forced Air,Central AC
28146,Central Forced Air,Central AC
28149,Other,Other
28150,Central Forced Air,None
28151,Central Forced Air,Central AC
28153,"Heat pump, Stove, Electric, Wood / Pellet","Refrigerator, Central"
28154,Missing,Central Air
28155,Central Forced Air,None
28156,Wall Furnace,Ceiling Fan
28157,Natural Gas,See Remarks
28158,"Gas, Forced Air",Central AC
28160,Central Forced Air,Central AC
28162,"Central, Gas",Missing
28163,Missing,Missing
28164,Central Forced Air - Gas,Central AC
28165,"Propane, Central, Wood Stove","Window Unit(s), Central Air"
28166,"Central Forced Air, Gas",Ceiling Fan
28167,Missing,Missing
28168,"Central, Heat Pump",Heat Pump
28170,Forced air,Central
28171,Missing,Missing
28172,Missing,None
28173,Wall Furnace,Wall/Window Unit(s)
28174,Central,Missing
28175,Missing,None
28176,Other,Missing
28177,Central,Central Air
28178,Central Forced Air,Central AC
28179,Missing,Missing
28180,"Forced Air, Fireplace",None
28181,Central,Central Air
28182,Central,Central Air
28183,Wall Furnace,None
28184,Gas,"Ceiling Fan, Central AC"
28185,Central,None
28186,Central Forced Air - Gas,Central AC
28187,"Central, Gas",Missing
28188,Electric,Missing
28192,Forced Air,Central Air
28193,"None, Baseboard, Stove",Other
28194,Forced Air,"Ceiling Fan(s), None"
28195,Propane,None
28197,"Heat Pump, Central, Wood Stove","Heat Pump, Central Air"
28198,Natural Gas,None
28199,"Propane, Central, Wood Stove","Central Air, Evaporative Cooling"
28202,Central,Central Air
28203,Central,Central Air
28204,Central,Central Air
28205,Central,Central Air
28206,"Central, Forced Air, Zoned",Central Air
28207,Central,Missing
28208,Central Forced Air - Gas,Central AC
28209,Central Forced Air - Gas,Central AC
28210,Central,Central Air
28211,None,None
28213,Missing,"Central Air, High Efficiency"
28214,Central Forced Air,Central AC
28216,Solar,Missing
28217,Wall Furnace,None
28218,Missing,Missing
28220,Central Forced Heat,Wall Air
28221,"Forced air, Gas",None
28222,Missing,None
28225,None,Wall/Window Unit(s)
28226,"Fireplace, Central Forced Air - Gas",Ceiling Fan
28227,Central,Central Air
28228,Central Forced Air,None
28231,Central,Central Air
28232,Missing,Missing
28235,Missing,None
28236,Steam,Missing
28237,Central,Central Air
28238,Other,Missing
28241,Missing,Wall/Window Unit(s)
28243,"Central, Gas",Missing
28245,Forced Air,None
28246,"Central, Forced Air",Central Air
28249,"Heat pump, Wall, Gas",Central
28251,Central Forced Air - Gas,None
28252,"Central, Gas",Missing
28253,Central Forced Air,None
28254,Forced Air,None
28256,"Wall Furnace, Natural Gas",None
28258,"Central, Gas",Missing
28259,Central Forced Air,Central AC
28261,"Propane, Woodstove, Baseboard, Electric",Missing
28262,Forced air,Central
28263,Central,Missing
28264,Central,Central Air
28265,"Forced air, Propane / Butane",Central
28266,"Propane, Central",Central Air
28267,"Forced air, Propane / Butane",Missing
28268,"Central, Gas",Missing
28269,Baseboard,Ceiling Fan(s)
28270,"Forced Air, Central",Central Air
28271,Missing,None
28272,Central,Central Air
28274,Central,Central Air
28275,"Forced air, Gas",Other
28276,Forced air,Other
28277,Central,None
28279,Forced air,Refrigerator
28280,Wall,Missing
28281,"Central, Gas",Missing
28282,Central,Central Air
28283,Central Forced Air,Central AC
28284,"Propane, Forced Air",Central Air
28286,Central Forced Air - Gas,None
28290,Missing,Missing
28293,Central,Central Air
28294,"Heat Pump, Central, Wood Stove, Pellet Stove, MultiUnits","Heat Pump, Central Air, Multi Units"
28295,Forced Air,"Ceiling Fan, Central AC"
28297,"Electric, Other",Missing
28299,Central,Central Air
28300,Forced Air,None
28301,"Forced air, Gas",Missing
28302,Central Forced Air,"Ceiling Fan, Central AC"
28303,"Forced air, Gas",Central
28304,Missing,Missing
28305,"Central, Forced Air, Natural Gas","Central Air, Electric"
28307,Hot Water,Missing
28308,Central,Central Air
28309,Radiant,None
28310,Central,Central Air
28311,Central,Central Air
28312,Central,Central Air
28314,"Gas, Fireplace, Central Forced Air",Other
28315,Baseboard,Missing
28316,Central Forced Air - Gas,Central AC
28317,Central,Missing
28319,Missing,Missing
28321,Forced Air - Gas,AC Central
28322,"Forced Air, Natural Gas",Central Air
28323,Central Forced Air,Whole House / Attic Fan
28324,Central Forced Air,Ceiling Fan
28325,Central,Central Air
28326,Central,Central Air
28327,Central Forced Air - Gas,None
28328,Missing,None
28329,Missing,Missing
28331,Forced air,Other
28332,"Gas, Central Forced Air",None
28336,Other,Missing
28337,Central,None
28338,"Forced Air, Natural Gas",Missing
28339,Central,Central Air
28340,Radiant,Missing
28341,Wall,Missing
28342,Central,Ceiling Fan(s)
28343,Missing,Missing
28344,Steam,Missing
28345,"Propane, Central, Wood Stove",Central Air
28346,Forced Air,None
28347,Electric,Missing
28348,Missing,Missing
28349,Central Forced Air - Gas,Central AC
28351,Central,None
28353,Radiant,Missing
28354,Central,Central Air
28355,Forced air,Missing
28356,"Forced air, Gas",Other
28357,Central Forced Air,Central AC
28358,Central Heat/Gas,Central Air/Evap
28360,"Forced air, Other",Central
28361,"Central, Gas",Missing
28362,Wall,Evaporative
28363,Forced air,Central
28365,Wall Furnace,None
28366,Wall Furnace,None
28367,Central,"Central, Multi/Zone"
28369,Central Forced Air - Gas,Central AC
28371,Wall Furnace,Missing
28372,Missing,Missing
28373,Central Forced Air,Central AC
28374,Forced Air,Central AC
28376,"Central, Zoned, Electric, Fireplace(s)","Central Air, Zoned, Electric"
28379,Forced Air,Other
28380,"Fireplace(s), Gravity",None
28381,Central,Central Air
28382,Wall Furnace,None
28383,Missing,Missing
28384,Electric,Other
28385,"Forced air, Gas","Refrigerator, Central"
28387,Central,Central Air
28388,Gravity,"Ceiling Fan(s), Central Air"
28389,Gas,Missing
28392,"Baseboard, Forced air, Electric, Gas",Other
28393,Central,Central Air
28394,Radiant Floors,None
28395,Central Forced Air - Gas,Central AC
28396,Central,Central Air
28397,Forced Air,Central Air
28398,Gas,Missing
28399,Missing,Missing
28400,"Forced air, Radiant, Gas",Missing
28401,"Wall Furnace, Central Forced Air - Gas",Central AC
28403,Central,Central Air
28404,Missing,Missing
28405,Central,Central Air
28406,Forced Air,Central AC
28407,Forced Air,Ceiling Fan
28408,"Other, Gas",Central
28409,"None, Other",Missing
28410,Central,Central
28412,Central,Central Air
28413,Forced Air,Central AC
28414,Central,Missing
28415,Forced Air,"Ceiling Fan(s), Central Air, Whole House Fan"
28416,"Central, Gas",Missing
28417,Central Forced Air - Gas,None
28418,"Natural Gas, Central","Central Air, Zoned"
28420,"Forced air, Gas",None
28421,Forced Air,Central AC
28423,"Zoned, Fireplace(s), Wood","Zoned, Electric"
28424,Central Forced Air,Central AC
28427,Central,Central Air
28428,Missing,None
28431,Central,Central Air
28432,"None, Forced air",Central
28433,"Central, Forced Air, Natural Gas, Fireplace(s)","Central Air, Electric"
28434,Forced Air - Gas,"Ceiling Fans, Evap Central"
28435,Central Forced Air,Central AC
28436,Wall,Other
28437,Wall,Wall Unit(s)
28438,Forced Air,"Ceiling Fan(s), Central Air"
28439,Central,Central Air
28441,Forced Air,Central Air
28444,Forced Air,Central Air
28445,Electric,Missing
28446,Central Forced Air - Gas,None
28447,Central Forced Air,Central AC
28448,Wall Furnace,Wall/Window Unit(s)
28449,Central,Central Air
28451,Missing,Missing
28452,Central,Central Air
28454,Wall,None
28455,Wall Furnace,Wall/Window Unit(s)
28457,Central,Central Air
28458,Missing,Missing
28459,"Other, Gas",None
28460,Heat Pump,Missing
28461,"Forced Air, Solar",Central Air
28462,Central Forced Air,"Ceiling Fan, Central AC"
28463,Forced Air,"Central Air, ENERGY STAR Qualified Equipment"
28464,Forced Air/Central,Evap Cooler
28465,"Central, Fireplace(s)",Central Air
28466,"Central, Gas",Missing
28467,Other,"Refrigerator, Central"
28469,Central,Central Air
28470,Central,"Central Air, Electric"
28471,Forced air,Central
28472,"Forced air, Gas",Central
28473,"Natural Gas, Floor Furnace",Wall/Window Unit(s)
28474,Central,Central Air
28475,Central,Window Unit(s)
28477,Missing,Missing
28478,Other,Missing
28479,Central,Missing
28480,Missing,Missing
28481,Forced Air,Ceiling Fan
28483,Central,Missing
28484,"Forced air, Other, Gas",Other
28485,"Forced air, Gas",Central
28486,Missing,Missing
28487,Missing,None
28489,Central,Central Air
28491,Zoned,Missing
28492,"Gas, Central Forced Air - Gas",None
28493,Missing,Missing
28494,Central,Central Air
28495,Other,Central
28496,Wall Furnace,Missing
28497,Other,Central
28498,Wall Furnace,Wall/Window Unit(s)
28499,"Forced Air, Fireplace(s)",Central Air
28500,"Wood Stove, Electric",Missing
28501,Missing,Missing
28502,Central,Central Air
28504,"Forced air, Electric, Gas, Solar","Central, Solar"
28505,None,None
28506,Central,Missing
28507,Missing,None
28508,Missing,Missing
28509,"Central, Electric",Missing
28510,Central Forced Air - Gas,Central
28511,Missing,Refrigerator
28512,"Electric, Other","Zoned, Electric, Multi Units"
28513,"Pellet Stove, Forced Air-Elec.","Window Unit, Wall Unit"
28515,Central,Central Air
28516,Central Forced Air - Gas,Central AC
28517,"Central, Fireplace(s)","Central Air, Ceiling Fan(s)"
28518,"Central, Gas",Ceiling Fan(s)
28520,Forced Air,"Ceiling Fan(s), ENERGY STAR Qualified Equipment"
28521,Radiant,Wall/Window Unit(s)
28522,"Central, Propane, Fireplace(s)",Central Air
28524,Other-Attch,Other-Attch
28525,"Forced Air, Natural Gas",None
28526,Central Forced Air,Central AC
28527,Missing,Missing
28529,Forced Air,Other
28532,Central Forced Air,Central AC
28533,Central Forced Air,Other
28534,"Forced air, Gas",Central
28535,"Forced Air, Natural Gas",Central Air
28536,Central,Central
28537,Central Forced Air - Gas,"Multi-Zone, Central AC"
28538,Forced Air,Missing
28539,Central,Central
28540,Central Forced Air,None
28541,"Kerosene, Wood",Wall/Window Unit(s)
28542,Central,"Dual, Central Air"
28543,Forced Air,None
28545,Central,Central Air
28547,Central,"Central Air, ENERGY STAR Qualified Equipment"
28548,"Forced air, Gas",Evaporative
28550,"Forced Air, Natural Gas","Ceiling Fan(s), Wall/Window Unit(s)"
28551,Central,Central Air
28552,"None, Forced air",Other
28553,Central Forced Air,Central AC
28554,Central,Central Air
28555,"Gas, Wall Furnace",Missing
28556,"Central, Wood, Wood Stove",None
28557,Central,Central Air
28558,Heat Pump,Missing
28559,Missing,"Evaporative, Wall"
28560,Missing,Missing
28561,"Gas, Wall Furnace",Missing
28563,Central,Central
28564,Wall,Missing
28565,Combination,Missing
28566,Central Forced Air,Ceiling Fan
28567,Central,Air Conditioning
28568,Other,Missing
28569,Central Forced Air,Central AC
28571,"Central, Zoned","Central Air, Dual"
28573,Missing,Central Air
28575,Other,Missing
28576,Forced Air,Central Air
28581,Central,Central Air
28582,"Forced air, Gas",None
28583,Gas,Missing
28584,Central,Central Air
28585,EBB,Missing
28586,Missing,Missing
28587,Central,Central Air
28588,Central Forced Air,None
28589,Missing,None
28590,"Forced Air, Natural Gas",No Air Conditioning
28593,Steam,Missing
28595,Missing,Missing
28597,Central Forced Air,Central AC
28598,Central,Missing
28599,Central,Central
28601,Radiant,Missing
28602,Forced Air,Central Air
28603,"Gas, Forced Air",None
28604,See Remarks,None
28606,Central Forced Air,None
28607,Central,Central Air
28608,"Forced air, Electric",Central
28611,Central,Central Air
28612,Central,None
28613,Missing,Missing
28615,Forced Air - Gas,"AC Central, Ceiling Fans, Minisplit"
28617,Wall,None
28618,Missing,Missing
