Housing_Id,Housing_type,City,Zip,H_State,Listed_on,Year_built
19233,SingleFamily,Los Angeles,90046,CA,2016-02-12,1924
19234,SingleFamily,Los Angeles,90011,CA,2020-06-23,1906
19235,Condo,San Francisco,94111,CA,2020-05-13,1981
19236,Condo,Morgan Hill,95037,CA,2020-03-13,1978
19237,SingleFamily,Los Angeles,90042,CA,2020-06-23,1906
19238,SingleFamily,Los Angeles,90034,CA,2020-06-26,1928
19240,SingleFamily,Los Angeles,90046,CA,2019-10-28,1959
19242,Townhouse,Sunnyvale,94089,CA,2012-06-21,1996
19244,SingleFamily,Lockeford,95237,CA,2020-04-02,1990
19245,SingleFamily,Los Angeles,90026,CA,2020-07-02,1926
19246,MultiFamily,Maywood,90270,CA,2018-03-01,1923
19247,SingleFamily,Los Angeles,90044,CA,2020-06-17,1913
19248,SingleFamily,Los Angeles,90049,CA,2020-06-22,2016
19249,MultiFamily,San Francisco,94131,CA,2020-06-19,1979
19250,SingleFamily,Maywood,90270,CA,2020-05-08,1923
19251,SingleFamily,San Jose,95120,CA,2020-06-27,1968
19252,SingleFamily,Angwin,94508,CA,2019-03-12,1978
19254,Condo,Mountain View,94043,CA,2020-06-23,1971
19255,SingleFamily,Watsonville,95076,CA,2020-06-22,1978
19256,SingleFamily,Bodfish,93205,CA,2020-02-25,2013
19257,SingleFamily,Los Angeles,90036,CA,2020-07-14,1925
19258,Townhouse,San Jose,95125,CA,2020-06-02,1985
19259,SingleFamily,Trinidad,95570,CA,2020-03-03,1931
19260,"Hi-Rise (9+), Luxury",San Francisco,94109,CA,2019-09-04,1962
19261,SingleFamily,Sunnyvale,94086,CA,2020-06-04,2005
19262,SingleFamily,Lamont,93241,CA,2019-10-11,1956
19263,SingleFamily,Soquel,95073,CA,2020-05-15,1997
19264,Condo,San Francisco,94105,CA,2020-05-03,2010
19265,Condo,San Francisco,94102,CA,2019-09-06,2008
19266,SingleFamily,Silverado,92676,CA,2020-06-30,1938
19267,MultiFamily,Los Angeles,90003,CA,2019-07-23,1926
19268,SingleFamily,San Jose,95111,CA,2020-06-02,1958
19269,SingleFamily,Los Angeles,90065,CA,2020-06-28,1925
19270,SingleFamily,Point Arena,95468,CA,2020-06-12,1956
19271,Condo,Los Angeles,90067,CA,2020-07-08,1966
19272,Condo,West Hollywood,90069,CA,2020-07-09,1969
19273,SingleFamily,Cupertino,95014,CA,2020-07-07,1962
19274,Condo,San Jose,95113,CA,2020-07-03,2008
19275,SingleFamily,Berry Creek,95916,CA,2019-06-02,2007
19277,SingleFamily,Bethel Island,94511,CA,2020-07-08,1966
19279,SingleFamily,San Bruno,94066,CA,2016-07-23,1931
19280,SingleFamily,Los Angeles,90025,CA,2020-03-09,1930
19281,SingleFamily,Saratoga,95070,CA,2020-06-26,1974
19283,Condo,San Francisco,94107,CA,2020-07-02,2000
19284,SingleFamily,Redcrest,95569,CA,2020-05-09,1958
19285,SingleFamily,Los Gatos,95033,CA,2020-06-17,1949
19287,SingleFamily,Los Angeles,90039,CA,2020-07-14,1924
19288,MultiFamily,Los Angeles,90062,CA,2020-01-27,1913
19289,Condo,Los Angeles,90035,CA,2020-05-08,2020
19290,SingleFamily,San Jose,95110,CA,2017-02-02,1946
19291,Condo,San Francisco,94107,CA,2020-06-10,2006
19292,SingleFamily,Los Angeles,90047,CA,2020-06-22,1930
19293,SingleFamily,Santa Clara,95053,CA,2020-06-29,1911
19294,SingleFamily,Los Angeles,90063,CA,2020-02-14,1920
19295,SingleFamily,Dillon Beach,94929,CA,2020-03-20,1970
19297,Townhouse,Sunnyvale,94085,CA,2020-06-17,2005
19298,SingleFamily,Los Angeles,90022,CA,2020-06-19,1924
19299,SingleFamily,Greenview,96037,CA,2019-11-01,1990
19301,SingleFamily,Compton,90220,CA,2019-12-05,1938
19302,SingleFamily,Belmont,94002,CA,2020-06-23,1952
19304,SingleFamily,Palo Alto,94301,CA,2020-06-22,1941
19305,SingleFamily,San Jose,95138,CA,2020-06-26,2004
19306,Condo,Beverly Hills,90210,CA,2020-06-11,1999
19308,SingleFamily,Woodbridge,95258,CA,2020-04-06,1989
19310,SingleFamily,Elk,95432,CA,2018-06-01,1900
19311,SingleFamily,Los Angeles,90059,CA,2019-08-21,1950
19312,SingleFamily,San Jose,95124,CA,2020-06-24,1952
19313,SingleFamily,San Francisco,94107,CA,2020-07-25,1928
19315,SingleFamily,Los Angeles,90004,CA,2020-02-27,1916
19316,SingleFamily,Rio Rico,85648,AZ,2020-06-15,2002
19317,SingleFamily,Markleeville,96120,CA,2020-06-05,1970
19318,SingleFamily,Fresno,93721,CA,2020-06-02,1969
19319,SingleFamily,Los Angeles,90059,CA,2020-05-15,1942
19320,SingleFamily,Los Angeles,90004,CA,2020-07-02,1914
19321,SingleFamily,Keyes,95328,CA,2020-06-12,1990
19323,SingleFamily,Los Angeles,90045,CA,2020-07-02,1944
19324,SingleFamily,Los Angeles,90042,CA,2020-06-29,1929
19325,SingleFamily,Los Angeles,90062,CA,2020-01-08,1922
19326,Condo,Yountville,94599,CA,2020-06-02,1989
19327,SingleFamily,Los Gatos,95030,CA,2020-06-17,1966
19329,SingleFamily,San Jose,95127,CA,2020-07-22,1947
19330,SingleFamily,Alviso,95002,CA,2014-11-01,1930
19331,SingleFamily,Santa Cruz,95060,CA,2020-07-01,1964
19332,Condo,Los Angeles,90067,CA,2020-07-11,1980
19335,SingleFamily,Los Angeles,90019,CA,2020-02-19,1924
19336,SingleFamily,San Jose,95112,CA,2020-07-01,1998
19337,Condo,Los Angeles,90066,CA,2020-06-16,1970
19339,SingleFamily,Biggs,95917,CA,2020-06-08,1966
19340,SingleFamily,Los Angeles,90077,CA,2020-07-02,1953
19344,SingleFamily,Los Angeles,90068,CA,2020-05-18,1915
19345,SingleFamily,Cupertino,95014,CA,2020-06-26,1964
19348,SingleFamily,Los Angeles,90049,CA,2020-03-06,2020
19349,SingleFamily,Blue Lake,95525,CA,2019-10-10,1998
19351,Condo,San Bruno,94066,CA,2020-07-02,1972
19352,SingleFamily,Santa Cruz,95060,CA,2020-07-15,1998
19353,SingleFamily,Hydesville,95547,CA,2020-05-11,1955
19354,SingleFamily,San Jose,95138,CA,2020-07-03,2005
19355,Condo,San Francisco,94114,CA,2020-06-12,1900
19356,SingleFamily,Bethel Island,94511,CA,2020-07-10,1975
19357,SingleFamily,San Francisco,94134,CA,2020-07-03,1951
19358,SingleFamily,San Francisco,94122,CA,2020-07-08,1916
19360,SingleFamily,Los Angeles,90048,CA,2020-07-11,1927
19361,SingleFamily,Los Angeles,90019,CA,2020-06-16,1913
19362,Condo,San Francisco,94114,CA,2020-05-14,1981
19363,SingleFamily,Los Angeles,90002,CA,2020-05-28,1944
19364,Townhouse,San Francisco,94132,CA,2020-07-23,1975
19365,Condo,San Francisco,94109,CA,2015-06-05,1923
19366,SingleFamily,Beverly Hills,90210,CA,2018-07-20,1927
19367,Condo,San Jose,95112,CA,2020-07-01,2006
19368,Condo,Los Angeles,90049,CA,2020-06-27,1956
19369,SingleFamily,Culver City,90230,CA,2020-06-25,1947
19370,MultiFamily,Crockett,94525,CA,2020-06-08,1927
19371,SingleFamily,Sultana,93666,CA,2020-05-28,2009
19376,SingleFamily,Los Angeles,90041,CA,2020-07-15,1911
19377,MobileManufactured,San Jose,95125,CA,2019-10-01,2006
19378,SingleFamily,San Jose,95120,CA,2020-07-10,1972
19379,SingleFamily,Los Angeles,90065,CA,2020-06-17,1960
19380,SingleFamily,Atherton,94027,CA,2019-10-19,2015
19383,Condo,Los Angeles,90048,CA,2020-05-13,2005
19384,Condo,Santa Cruz,95062,CA,2020-06-24,1973
19386,Townhouse,Mountain View,94043,CA,2020-06-25,2008
19387,SingleFamily,San Francisco,94110,CA,2020-04-23,1906
19388,SingleFamily,Isleton,95641,CA,2020-05-14,1978
19389,SingleFamily,San Francisco,94131,CA,2020-06-28,1958
19390,SingleFamily,Morgan Hill,95037,CA,2020-06-30,2005
19391,SingleFamily,Boulder Creek,95006,CA,2020-06-30,1955
19392,SingleFamily,Los Angeles,90024,CA,2020-06-09,2020
19393,Condo,Los Angeles,90017,CA,2020-05-18,1986
19394,Condo,Los Angeles,90015,CA,2019-12-18,1956
19395,Condo,San Francisco,94107,CA,2020-04-14,1900
19396,SingleFamily,Berkeley,94704,CA,2020-07-01,1938
19397,SingleFamily,Menlo Park,94025,CA,2020-05-07,1949
19398,SingleFamily,Posey,93260,CA,2019-09-25,1971
19399,SingleFamily,Mountain View,94040,CA,2020-01-24,2020
19400,SingleFamily,Los Angeles,90046,CA,2020-03-16,1991
19401,Condo,Beverly Hills,90212,CA,2020-07-09,1964
19403,SingleFamily,Los Angeles,90045,CA,2020-06-26,1944
19405,SingleFamily,Gilroy,95020,CA,2020-07-03,1976
19406,SingleFamily,Linden,95236,CA,2020-06-09,2001
19407,SingleFamily,San Jose,95120,CA,2020-05-19,1976
19409,SingleFamily,Los Angeles,90026,CA,2020-06-18,1949
19410,SingleFamily,Los Angeles,90045,CA,2020-05-08,1950
19412,SingleFamily,San Jose,95136,CA,2020-05-05,1995
19413,Townhouse,Santa Clara,95054,CA,2020-07-01,1973
19414,SingleFamily,Alta,95701,CA,2020-07-22,1988
19415,Townhouse,Beverly Hills,90210,CA,2020-05-13,1974
19416,SingleFamily,Berry Creek,95916,CA,2020-06-05,2010
19417,SingleFamily,Alta,95701,CA,2020-05-01,1998
19419,SingleFamily,San Jose,95132,CA,2020-05-26,1973
19421,MultiFamily,Los Angeles,90043,CA,2019-05-16,1925
19422,SingleFamily,San Jose,95124,CA,2020-07-10,1959
19425,SingleFamily,Los Angeles,90001,CA,2020-06-26,1924
19426,SingleFamily,Fish Camp,93623,CA,2019-10-15,1964
19427,Townhouse,Santa Cruz,95062,CA,2020-07-02,1978
19429,SingleFamily,San Jose,95148,CA,2020-06-18,1979
19430,SingleFamily,Ivanhoe,93235,CA,2020-07-06,1993
19431,MultiFamily,Los Angeles,90059,CA,2020-02-12,1962
19433,SingleFamily,Los Angeles,90036,CA,2020-05-09,1948
19434,Condo,Los Angeles,90048,CA,2020-06-13,2005
19435,SingleFamily,Los Angeles,90034,CA,2020-06-07,2018
19436,SingleFamily,Boulder Creek,95006,CA,2019-07-09,1965
19437,Condo,Los Angeles,90042,CA,2020-06-22,1979
19438,Condo,Los Angeles,90049,CA,2020-06-30,1981
19440,SingleFamily,San Jose,95120,CA,2020-07-29,1966
19443,SingleFamily,Etna,96027,CA,2020-05-28,1999
19444,Townhouse,Santa Clara,95051,CA,2020-06-25,1981
19445,SingleFamily,Milpitas,95035,CA,2020-06-03,1998
19446,SingleFamily,San Francisco,94134,CA,2020-07-17,1949
19447,SingleFamily,San Francisco,94114,CA,2020-07-09,1901
19448,SingleFamily,San Jose,95125,CA,2016-08-12,1991
19449,SingleFamily,Point Reyes Station,94956,CA,2020-07-23,2001
19450,SingleFamily,South San Francisco,94080,CA,2020-04-09,2002
19451,SingleFamily,Big Sur,93920,CA,2020-05-23,1962
19452,SingleFamily,San Francisco,94134,CA,2020-05-08,1963
19454,SingleFamily,Redwood City,94062,CA,2020-07-18,1924
19455,SingleFamily,Somis,93066,CA,2020-07-05,1989
19456,Condo,San Francisco,94107,CA,2020-06-19,1918
19457,Townhouse,Mountain View,94043,CA,2020-06-25,1987
19458,SingleFamily,Pacifica,94044,CA,2019-06-27,1972
19459,SingleFamily,Millbrae,94030,CA,2020-06-23,1955
19460,SingleFamily,San Ardo,93450,CA,2020-01-31,1949
19461,SingleFamily,Davenport,95017,CA,2019-10-02,1967
19462,MultiFamily,Los Angeles,90011,CA,2018-08-30,1896
19463,SingleFamily,Los Angeles,90008,CA,2020-05-05,1957
19464,SingleFamily,Meadow Valley,95956,CA,2020-06-01,1963
19465,SingleFamily,Rio Rico,85648,AZ,2019-10-18,2006
19467,Condo,San Jose,95125,CA,2020-07-09,1976
19468,SingleFamily,San Francisco,94127,CA,2020-07-08,1950
19469,Single Family,Millville,96062,CA,2020-04-03,1967
19471,Condo,Los Angeles,90005,CA,2020-07-02,1982
19472,Townhouse,San Francisco,94122,CA,2013-03-28,2001
19473,Townhouse,San Jose,95125,CA,2020-07-06,1984
19474,SingleFamily,San Bruno,94066,CA,2020-06-23,1959
19476,SingleFamily,San Carlos,94070,CA,2020-06-26,1947
19478,SingleFamily,Los Angeles,90062,CA,2020-06-24,1912
19479,SingleFamily,Fresno,93650,CA,2020-07-11,1952
19480,Condo,San Jose,95118,CA,2015-01-16,1970
19481,SingleFamily,Beverly Hills,90210,CA,2020-06-03,1962
19482,SingleFamily,San Jose,95127,CA,2020-04-16,1965
19483,SingleFamily,San Jose,95131,CA,2020-07-01,1999
19484,SingleFamily,Penryn,95663,CA,2020-06-26,1986
19485,SingleFamily,Los Angeles,90043,CA,2020-07-07,1927
19486,SingleFamily,Bridgeport,93517,CA,2020-05-27,2018
19487,Townhouse,San Francisco,94122,CA,2020-06-24,2001
19488,SingleFamily,Los Angeles,90049,CA,2020-05-12,2000
19489,SingleFamily,Los Angeles,90077,CA,2019-06-10,1927
19490,SingleFamily,Los Angeles,90077,CA,2020-06-22,1964
19491,SingleFamily,San Francisco,94112,CA,2020-07-03,1900
19492,SingleFamily,San Bruno,94066,CA,2020-06-04,1956
19493,SingleFamily,San Jose,95111,CA,2011-12-11,1974
19494,SingleFamily,Trinity Center,96091,CA,2019-07-29,2005
19495,Condo,San Jose,95112,CA,2020-04-21,1998
19496,SingleFamily,Laton,93242,CA,2020-04-08,1982
19499,Fourplex,San Francisco,94131,CA,2020-06-29,1908
19500,SingleFamily,Los Angeles,90028,CA,2020-07-14,2020
19501,SingleFamily,Los Angeles,90077,CA,2020-06-08,1977
19503,Condo,Los Angeles,90015,CA,2011-02-28,1923
19504,SingleFamily,Los Angeles,90004,CA,2020-01-30,1922
19505,SingleFamily,San Jose,95124,CA,2020-07-08,1961
19507,SingleFamily,San Jose,95123,CA,2020-07-07,1971
19508,SingleFamily,Los Molinos,96055,CA,2020-04-12,1967
19509,SingleFamily,Saratoga,95070,CA,2020-07-24,2007
19510,SingleFamily,San Jose,95131,CA,2020-04-29,1971
19512,Condo,San Francisco,94114,CA,2020-06-22,1902
19513,SingleFamily,Caruthers,93609,CA,2020-07-02,1946
19514,SingleFamily,Los Angeles,90018,CA,2020-05-30,1911
19515,SingleFamily,San Bruno,94066,CA,2020-05-15,1959
19516,Townhouse,San Francisco,94122,CA,2020-05-22,2002
19517,Townhouse,Milpitas,95035,CA,2020-06-26,1971
19518,SingleFamily,San Francisco,94110,CA,2020-07-07,1900
19521,SingleFamily,Gilroy,95020,CA,2020-07-07,1978
19523,SingleFamily,Belmont,94002,CA,2020-07-10,1964
19524,SingleFamily,San Jose,95124,CA,2020-07-03,1956
19527,SingleFamily,Greenwood,95635,CA,2020-04-26,2004
19529,Condo,West Hollywood,90069,CA,2020-08-02,1974
19530,SingleFamily,San Francisco,94112,CA,2020-07-09,1924
19531,Condo,Los Angeles,90032,CA,2020-06-28,1982
19532,Townhouse,San Jose,95124,CA,2020-07-21,1962
19533,SingleFamily,Redwood City,94061,CA,2020-07-20,1975
19534,SingleFamily,Los Angeles,90043,CA,2020-06-15,1946
19535,SingleFamily,Los Angeles,90035,CA,2020-04-28,1934
19536,SingleFamily,Angelus Oaks,92305,CA,2020-05-21,1970
19537,MultiFamily,Los Angeles,90022,CA,2020-06-02,1928
19538,Townhouse,South San Francisco,94080,CA,2017-01-26,1979
19540,Condo,Los Angeles,90024,CA,2020-05-18,1965
19541,Condo,South San Francisco,94080,CA,2020-08-04,1980
19542,SingleFamily,Los Angeles,90064,CA,2020-07-08,1949
19543,SingleFamily,Los Angeles,90039,CA,2020-06-05,1937
19544,SingleFamily,Tubac,85646,AZ,2019-12-09,1973
19545,SingleFamily,Penryn,95663,CA,2020-07-15,1972
19546,SingleFamily,Berry Creek,95916,CA,2020-06-24,1965
19547,Townhouse,San Jose,95125,CA,2020-06-14,2003
19548,MultiFamily,San Francisco,94133,CA,2019-09-30,1906
19551,SingleFamily,Forest Falls,92339,CA,2020-06-12,1928
19552,Townhouse,San Jose,95132,CA,2014-04-04,2003
19553,SingleFamily,Culver City,90230,CA,2020-05-27,1947
19554,SingleFamily,Kenwood,95452,CA,2020-07-13,1972
19556,SingleFamily,San Francisco,94107,CA,2020-06-12,0
19557,Condo,San Francisco,94114,CA,2020-06-26,1997
19558,Condo,San Jose,95113,CA,2020-02-27,2008
19560,Condo,San Francisco,94102,CA,2020-06-09,2009
19562,SingleFamily,Rio Rico,85648,AZ,2016-11-08,1995
19563,SingleFamily,Skyforest,92385,CA,2019-09-17,2007
19564,SingleFamily,Pope Valley,94567,CA,2019-09-06,1985
19565,Townhouse,Santa Cruz,95062,CA,2020-05-07,1973
19566,Condo,West Hollywood,90069,CA,2020-07-10,1982
19567,SingleFamily,San Mateo,94402,CA,2020-05-04,1939
19569,Condo,San Francisco,94110,CA,2020-05-30,1900
19570,SingleFamily,Beckwourth,96129,CA,2020-04-25,2000
19571,SingleFamily,South San Francisco,94080,CA,2020-06-04,1946
19572,Condo,Sunnyvale,94085,CA,2020-06-24,1986
19573,SingleFamily,San Jose,95120,CA,2020-06-26,1985
19574,SingleFamily,Los Angeles,90004,CA,2020-03-21,1922
19575,Condo,West Hollywood,90069,CA,2020-06-17,1982
19576,SingleFamily,Los Angeles,90077,CA,2019-09-19,1951
19577,MobileManufactured,Moss Beach,94038,CA,2020-06-09,1997
19578,Condo,Culver City,90230,CA,2020-06-30,1968
19579,SingleFamily,San Jose,95118,CA,2020-06-22,1955
19580,SingleFamily,Applegate,95703,CA,2020-04-10,1961
19581,SingleFamily,San Andreas,95249,CA,2020-06-11,1897
19582,SingleFamily,Rough And Ready,95975,CA,2020-06-26,1974
19584,Unknown,Doyle,96109,CA,2020-06-29,1991
19586,SingleFamily,Los Angeles,90063,CA,2020-06-23,1921
19588,SingleFamily,San Jose,95148,CA,2020-05-13,1967
19589,SingleFamily,Los Angeles,90007,CA,2017-10-30,1901
19590,SingleFamily,Atherton,94027,CA,2020-06-19,2007
19591,Condo,Santa Clara,95053,CA,2020-02-27,1987
19592,SingleFamily,Los Angeles,90019,CA,2020-06-02,1914
19593,SingleFamily,Los Angeles,90036,CA,2020-05-26,1936
19594,SingleFamily,San Andreas,95249,CA,2019-03-24,1946
19595,SingleFamily,Etna,96027,CA,2017-09-19,1977
19596,SingleFamily,Clipper Mills,95930,CA,2020-07-07,1977
19597,Condo,San Jose,95123,CA,2020-07-01,1970
19598,SingleFamily,Los Altos,94022,CA,2020-02-10,1959
19599,SingleFamily,San Francisco,94118,CA,2020-08-03,0
19600,SingleFamily,Los Gatos,95030,CA,2020-07-26,1967
19601,SingleFamily,Boulder Creek,95006,CA,2020-04-28,1963
19602,SingleFamily,Los Angeles,90018,CA,2020-06-19,1907
19603,SingleFamily,San Francisco,94134,CA,2020-07-02,0
19604,SingleFamily,Compton,90222,CA,2020-05-19,1963
19606,Townhouse,Los Angeles,90018,CA,2020-05-29,2020
19607,SingleFamily,Gilroy,95020,CA,2020-03-13,1996
19608,SingleFamily,San Francisco,94116,CA,2020-06-19,1926
19609,SingleFamily,San Francisco,94110,CA,2020-06-05,1900
19610,SingleFamily,San Francisco,94133,CA,2020-06-19,1906
19611,SingleFamily,Santa Cruz,95060,CA,2020-06-11,1980
19612,SingleFamily,Applegate,95703,CA,2020-06-26,1981
19613,Condo,Los Angeles,90025,CA,2020-06-19,1981
19614,SingleFamily,Geyserville,95441,CA,2016-04-18,2006
19615,SingleFamily,Rio Rico,85648,AZ,2019-06-21,1995
19616,Condo,San Francisco,94105,CA,2020-06-18,1991
19617,Townhouse,Nogales,85621,AZ,2019-05-22,1993
19618,Condo,San Jose,95123,CA,2020-06-14,1970
19620,SingleFamily,Oro Grande,92368,CA,2020-06-30,1946
19621,SingleFamily,Menlo Park,94025,CA,2020-05-27,1948
19622,SingleFamily,Los Angeles,90019,CA,2019-11-22,1926
19623,Condo,Los Angeles,90049,CA,2019-10-17,1981
19626,Townhouse,Los Angeles,90064,CA,2020-06-22,1974
19627,Condo,Santa Clara,95051,CA,2020-04-13,1969
19628,SingleFamily,Los Angeles,90068,CA,2020-05-12,1926
19629,Condo,Los Angeles,90066,CA,2020-07-07,1982
19630,SingleFamily,Los Angeles,90045,CA,2020-03-10,1944
19631,Townhouse,San Jose,95128,CA,2020-06-26,1988
19633,SingleFamily,San Jose,95121,CA,2020-06-23,1978
19635,Condo,San Francisco,94121,CA,2020-06-17,1922
19636,Unknown,Summerland,93067,CA,2020-07-14,1963
19637,SingleFamily,Gilroy,95020,CA,2017-07-03,2006
19638,SingleFamily,Menlo Park,94025,CA,2020-07-23,1951
19639,SingleFamily,Los Angeles,90044,CA,2020-06-10,1922
19640,SingleFamily,Los Altos,94022,CA,2019-04-12,1947
19641,SingleFamily,Fresno,93650,CA,2019-12-02,2008
19642,Condo,Los Angeles,90015,CA,2020-01-10,2010
19644,Condo,Los Angeles,90049,CA,2020-06-06,1980
19645,SingleFamily,Los Angeles,90019,CA,2020-06-14,1915
19646,SingleFamily,Mokelumne Hill,95245,CA,2020-06-05,1953
19647,Townhouse,San Jose,95134,CA,2020-05-29,1991
19648,SingleFamily,Watsonville,95076,CA,2020-03-12,2001
19649,SingleFamily,Burson,95225,CA,2020-06-10,1997
19652,MultiFamily,San Francisco,94122,CA,2020-07-01,1907
19654,SingleFamily,Nogales,85621,AZ,2020-06-15,2001
19655,SingleFamily,San Francisco,94117,CA,2020-05-24,1900
19656,SingleFamily,Aptos,95003,CA,2020-05-21,2020
19657,SingleFamily,Oregon House,95962,CA,2020-02-21,1981
19658,Condo,San Francisco,94114,CA,2020-05-21,1903
19659,SingleFamily,Los Angeles,90037,CA,2020-07-25,1910
19660,Condo,Playa Vista,90094,CA,2020-07-10,2006
19662,SingleFamily,Los Angeles,90024,CA,2020-03-25,1937
19663,Condo,Los Angeles,90046,CA,2020-03-16,1964
19665,SingleFamily,Angelus Oaks,92305,CA,2020-07-14,1992
19666,SingleFamily,Somis,93066,CA,2020-03-16,1976
19667,Condo,South San Francisco,94080,CA,2020-06-02,2009
19669,SingleFamily,Santa Clara,95053,CA,2020-07-07,1950
19671,Condo,San Francisco,94109,CA,2020-05-28,1963
19672,SingleFamily,Los Angeles,90032,CA,2020-04-13,1965
19673,SingleFamily,Saratoga,95070,CA,2020-02-20,1977
19674,Condo,Sunnyvale,94089,CA,2020-06-24,2011
19675,SingleFamily,Los Gatos,95033,CA,2020-05-18,1994
19676,SingleFamily,San Francisco,94127,CA,2020-07-30,2007
19677,SingleFamily,Greenville,95947,CA,2020-04-03,1947
19678,Condo,San Francisco,94107,CA,2020-06-19,1997
19679,SingleFamily,Los Angeles,90077,CA,2020-05-28,1962
19681,SingleFamily,San Francisco,94118,CA,2013-03-09,1908
19682,SingleFamily,Ross,94957,CA,2020-07-06,1912
19683,SingleFamily,San Francisco,94127,CA,2020-07-07,1925
19684,SingleFamily,Wheatland,95692,CA,2020-07-03,2003
19685,SingleFamily,San Jose,95123,CA,2020-07-01,1968
19686,Condo,San Jose,95123,CA,2020-07-10,1984
19687,Condo,San Mateo,94404,CA,2020-06-29,1965
19690,SingleFamily,San Jose,95122,CA,2020-06-24,1987
19691,SingleFamily,Portola Valley,94028,CA,2020-07-05,2003
19692,Condo,Playa Vista,90094,CA,2020-06-09,2004
19694,SingleFamily,Glen Ellen,95442,CA,2011-05-07,1962
19695,Townhouse,San Jose,95125,CA,2020-07-02,1984
19696,SingleFamily,Los Angeles,90027,CA,2020-07-05,1933
19697,SingleFamily,Los Angeles,90018,CA,2019-06-30,1910
19698,SingleFamily,Rio Rico,85648,AZ,2017-08-02,2006
19699,SingleFamily,Los Altos,94024,CA,2020-07-30,2005
19700,SingleFamily,Los Molinos,96055,CA,2020-03-04,1979
19702,SingleFamily,Millbrae,94030,CA,2020-07-10,1955
19703,SingleFamily,Wishon,93669,CA,2019-10-24,1989
19704,Condo,West Hollywood,90069,CA,2020-02-28,2007
19705,SingleFamily,San Francisco,94123,CA,2020-07-07,1926
19706,SingleFamily,Los Angeles,90039,CA,2020-07-09,1964
19707,SingleFamily,Compton,90220,CA,2020-06-21,1988
19708,SingleFamily,Los Angeles,90077,CA,2020-05-22,1988
19709,SingleFamily,Felton,95018,CA,2020-05-02,1937
19710,MobileManufactured,San Jose,95131,CA,2020-06-16,1977
19713,Condo,San Francisco,94110,CA,2020-07-05,1905
19715,Townhouse,Cupertino,95014,CA,2020-06-22,1973
19716,SingleFamily,Durham,95938,CA,2020-05-23,1955
19717,SingleFamily,Los Angeles,90046,CA,2020-06-17,1947
19719,SingleFamily,San Francisco,94114,CA,2020-02-06,1905
19720,SingleFamily,Pacifica,94044,CA,2020-07-09,1953
19723,SingleFamily,Culver City,90230,CA,2020-08-07,1948
19724,SingleFamily,San Jose,95118,CA,2020-06-22,1971
19725,Condo,San Francisco,94117,CA,2020-06-25,1910
19726,SingleFamily,Pacifica,94044,CA,2020-07-11,1950
19727,SingleFamily,Los Angeles,90042,CA,2020-06-30,1912
19728,Single Family,Oak Run,96069,CA,2020-07-04,1979
19729,SingleFamily,Los Angeles,90003,CA,2020-05-04,1924
19730,MobileManufactured,San Jose,95125,CA,2020-06-03,1967
19732,SingleFamily,Los Angeles,90003,CA,2019-07-16,1998
19733,SingleFamily,Los Angeles,90044,CA,2020-06-27,1929
19734,SingleFamily,Inyokern,93527,CA,2020-05-07,1958
19735,SingleFamily,San Jose,95125,CA,2020-07-03,1934
19737,SingleFamily,San Jose,95131,CA,2020-06-23,1974
19738,Condo,San Francisco,94117,CA,2020-07-02,2008
19739,SingleFamily,Los Angeles,90059,CA,2020-06-02,1945
19740,SingleFamily,San Jose,95122,CA,2020-06-02,1993
19741,SingleFamily,San Francisco,94114,CA,2020-05-27,1911
19742,SingleFamily,San Jose,95135,CA,2020-07-02,1998
19744,SingleFamily,Watsonville,95076,CA,2020-06-02,1978
19745,SingleFamily,Morgan Hill,95037,CA,2020-07-16,1957
19747,MultiFamily,San Francisco,94117,CA,2017-09-08,1910
19748,SingleFamily,Santa Cruz,95060,CA,2020-06-17,1964
19749,SingleFamily,Los Angeles,90064,CA,2020-07-21,1931
19751,SingleFamily,Oro Grande,92368,CA,2010-04-09,1952
19753,SingleFamily,Santa Clara,95053,CA,2020-06-26,1946
19754,MultiFamily,Los Gatos,95032,CA,2020-05-21,1963
19755,SingleFamily,San Jose,95122,CA,2020-06-07,1959
19757,SingleFamily,Aptos,95003,CA,2020-07-24,1971
19758,SingleFamily,San Jose,95118,CA,2020-05-29,1960
19759,SingleFamily,San Jose,95118,CA,2020-06-25,1966
19761,SingleFamily,San Francisco,94107,CA,2020-07-09,1953
19762,Condo,San Jose,95131,CA,2020-07-02,2014
19763,Townhouse,San Carlos,94070,CA,2015-04-24,1979
19764,SingleFamily,San Jose,95125,CA,2020-06-17,1952
19765,SingleFamily,Milpitas,95035,CA,2020-06-18,2012
19766,SingleFamily,Rio Rico,85648,AZ,2014-10-07,1999
19768,SingleFamily,Felton,95018,CA,2020-07-02,1936
19769,SingleFamily,San Geronimo,94963,CA,2020-07-09,1973
19771,SingleFamily,Blue Lake,95525,CA,2020-06-26,1940
19772,Condo,San Francisco,94105,CA,2020-06-22,2009
19774,SingleFamily,Los Angeles,90019,CA,2020-05-26,1924
19776,SingleFamily,San Francisco,94121,CA,2020-07-07,0
19777,Townhouse,West Hollywood,90069,CA,2020-07-07,1988
19778,SingleFamily,Farmersville,93223,CA,2020-03-23,2004
19779,SingleFamily,Mccloud,96057,CA,2019-06-01,1900
19780,SingleFamily,Santa Cruz,95062,CA,2020-07-03,2006
19781,Condo,Berkeley,94709,CA,2020-07-21,1973
