Housing_Id,parking,bedrooms,bathrooms,full_bathrooms,total_interior_livable_area
29713,"Attached, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",3,2,2,1195.0
29717,"Concrete, Driveway Up Slope From Street, Garage Faces Front",2,1,1,964.0
29719,"Garage - Detached, Covered",4,1,2,2109.0
29721,"Assigned, Garage - Single Door",2,1,1,1102.0
29722,Missing,4,3,3,2160.0
29723,"Garage, Garage - Attached, Covered",4,4,3,2480.0
29724,"Garage, Garage - Attached, Covered",2,2,2,960.0
29725,"Attached, Enclosed, Garage Door Opener, Interior Access, Size Limited, Independent, On Site",2,1,1,953.0
29726,"Garage - Detached, Covered",2,2,2,1479.0
29727,"Garage Door Opener, Attached, Converted Garage",4,3,2,3688.0
29729,On Site (Single Family Only),3,2,2,1110.0
29730,"Garage - Attached, Covered",4,3,3,2448.0
29731,"Garage, Garage - Attached, Covered",2,2,2,1026.0
29732,"Driveway, Garage, Garage Faces Front",3,3,2,2138.0
29733,"Assigned, Garage Door Opener, Controlled Entrance, Community Structure",1,1,1,740.0
29734,Garage,2,3,2,1778.0
29735,Garage - Attached,3,2,2,1195.0
29737,"Independent, On Site (Single Family Only), Driveway",2,1,1,5774.587090597377
29738,"Carport, Garage - Detached",2,2,2,955.0
29739,"Assigned, Community Structure",0,1,1,840.0
29741,"Detached Carport, Private, Garage - Single Door, Covered",2,2,2,1050.0
29742,Off-street,3,1,1,1004.0
29743,"Garage, Garage - Attached, Covered",4,2,2,1474.0
29744,"Carport, Covered, Garage",2,1,1,959.0
29745,"Garage, Garage - Attached, Covered",3,3,3,1251.0
29746,Side By Side,3,3,3,1466.0
29747,Garage - Two Door,3,4,3,2184.0
29748,"Garage - Two Door, Detached Carport, Private",3,1,1,1151.0
29749,Garage,6,0,2,9480.0
29750,"Detached Carport, Covered",2,1,1,804.0
29751,"Attached, Garage Door Opener, Side By Side, Side by Side, On Site",2,2,2,1208.0
29752,"Garage, Covered",3,3,3,1976.0
29753,"Controlled Entrance, Covered",2,2,2,925.0
29754,"Side By Side, Side by Side, On Site",1,1,1,855.0
29755,"Garage - Two Door, Direct Access",4,3,2,2800.0
29756,"Garage - Two Door, Driveway",3,2,2,1916.0
29757,"Direct Access, Garage, Garage - Two Door",2,2,2,1460.0
29760,Garage - Attached,3,2,2,1438.0
29761,Carport,3,2,2,1880.0
29763,2 Car Garage,4,2,2,1736.0
29764,Missing,3,2,2,1414.0
29766,Attached,2,1,2,870.0
29768,Driveway,2,2,1,1493.0
29770,0 spaces,5,3,3,2404.0
29771,"Assigned, Garage, Gated, Underground",2,2,2,1248.0
29772,"Garage - Detached, Covered",4,2,2,2600.0
29773,"Attached, Enclosed, Garage Door Opener, Independent, On Site",2,1,1,1180.0
29774,"Attached, Garage Door Opener",2,2,2,1350.0
29775,0 spaces,2,1,1,758.0
29776,"Garage, Garage - Attached, Covered",4,3,2,1922.0
29777,0 spaces,3,2,2,1560.0
29778,"Assigned, Tandem",2,2,2,1189.0
29782,Garage - Attached,3,2,2,1200.0
29783,"Carport, Garage - Attached, On-street, Covered",4,3,2,1692.0
29785,"Garage - Attached, Covered",3,2,2,1920.0
29786,"Attached, Enclosed, Garage Door Opener, Interior Access, Private, Independent, On Site",2,2,2,1005.0
29788,"Garage, Garage - Attached, Covered",2,3,2,1407.0
29789,"Garage, Garage - Attached, Covered",5,4,4,3400.0
29790,Garage - Two Door,5,6,5,4360.0
29791,Garage - Two Door,5,4,3,3260.0
29792,"Driveway, Garage, Gated",4,2,2,1524.0
29793,Garage - Attached,2,2,1,1060.0
29794,"Garage, Carport, Covered",3,2,1,1145.0
29795,"Circular Driveway, Garage - Two Door",4,6,5,4443.0
29796,"Garage, Garage - Attached, Covered",3,2,2,1409.0
29797,"RV, Oversized Parking, Boat",3,2,2,1182.0
29798,"Driveway Down Slope From Street, Driveway - Combination, Garage - Three Door, Private, Guest",7,10,10,9287.0
29799,"Garage, Garage - Attached, Covered",3,2,2,1840.0
29801,"Attached, Interior Access, On Site (Single Family Only), Driveway",4,3,3,3340.0
29804,"Assigned, Community Structure, Controlled Entrance, Valet, Guest",2,3,2,2365.0
29805,Off Street,5,4,2,1936.0
29806,Attached,5,3,2,3164.0
29807,"Garage - Two Door, Gated, Guest",2,3,3,5774.587090597377
29808,0 spaces,2,2,1,1523.0
29809,"Community Structure, Controlled Entrance",1,1,1,870.0
29811,"Auto Driveway Gate, Built-In Storage, Detached Carport, Garage Door Opener, Shared Driveway, Private, Gated",3,2,2,1480.0
29812,"Garage, Garage - Attached, Covered",4,3,3,2441.0
29813,"Garage, Garage - Attached, Covered",4,2,2,1572.0
29815,"Attached Carport, Driveway",3,2,2,1346.0
29816,"Garage, Garage - Attached, Covered",4,2,2,1562.0
29817,Garage - Detached,3,1,1,1310.0
29818,Missing,3,2,2,1191.0
29819,"Attached, Garage Door Opener, Interior Access, Independent, On Site, Driveway",2,1,1,5774.587090597377
29820,Driveway,1,1,1,915.0
29822,"Garage, Garage - Attached, Covered",3,2,2,1247.0
29823,"Garage - Attached, Mixed, Covered",3,3,2,2700.0
29824,"Garage, Garage - Attached, Covered",4,2,2,1328.0
29825,"Garage - Detached, Covered",3,2,2,2352.0
29826,Garage,2,2,2,1191.0
29827,"Garage, Garage - Detached, Off-street, Covered",4,3,2,2000.0
29828,"Carport, Off-street, Covered",3,2,2,2300.0
29829,"Garage - Detached, Covered",2,1,2,1214.0
29830,"Garage, Garage - Attached, Covered",4,2,2,1355.0
29831,Independent,2,1,1,891.0
29832,0 spaces,2,2,1,1664.0
29833,"Garage Door Opener, Attached",4,3,2,2400.0
29834,"Garage, Garage - Attached",2,2,2,1349.0
29835,Missing,4,2,2,1600.0
29836,Garage - Single Door,2,2,1,1590.0
29837,Covered,1,1,1,935.0
29838,0 spaces,4,2,2,1220.0
29839,"Carport, Garage - Detached",2,2,1,900.0
29840,"Covered, Garage - Two Door, Public",3,2,2,1490.0
29841,Carport,2,1,1,800.0
29842,Driveway,2,2,1,1512.0
29843,"Garage, Garage - Attached, Covered",3,2,2,1422.0
29844,Garage - Two Door,3,3,3,2422.0
29845,"Garage, Garage - Attached, Covered",4,3,2,2306.0
29846,"Covered, Direct Access, Driveway, Garage, Garage - Two Door, Private, Side By Side",4,3,2,2865.0
29847,Garage,3,1,1,1118.0
29849,"Garage, Covered",4,3,2,2304.0
29850,"Garage - Attached, Covered",3,2,2,1289.0
29851,"Direct Access, Driveway, Garage, Garage - Single Door, Garage Door Opener, Off Street, On Street",5,2,2,2550.0
29852,"Assigned, Gated",2,3,2,2030.0
29854,"Garage - Two Door, Gated, Assigned",3,2,2,1550.0
29855,"Side By Side, Side by Side, On Site",2,1,1,825.0
29856,"Garage, Garage - Attached, Off-street, Covered",3,2,2,1108.0
29859,"Garage, Garage - Attached, Covered",3,3,2,1432.0
29861,"Garage - Attached, Covered",4,3,2,3175.0
29862,"Garage, Garage - Attached",4,2,2,2250.0
29863,Missing,3,1,1,767.0
29864,"Assigned, Guest, Tandem",2,3,2,1603.0
29865,Garage - Attached,4,2,2,1693.0
29866,Attached,4,2,2,1731.0
29868,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only), Driveway",3,2,2,5774.587090597377
29869,"Garage, On-street, Covered",4,2,2,1310.0
29870,"Garage, Garage - Detached, Covered",5,3,2,2059.0
29871,Garage - Single Door,3,2,2,1652.0
29872,Garage,3,2,2,1558.0
29873,Independent,3,1,1,1446.0
29877,Carport,2,1,2,863.0
29878,"Garage, Garage - Attached, Covered",3,2,2,1752.0
29879,"Garage, Garage - Attached, Covered",3,2,2,1220.0
29881,"Attached Carport, Driveway, Garage",4,5,4,3932.0
29882,"Garage, Garage - Attached, Covered",2,3,2,1260.0
29883,0 spaces,2,2,2,1024.0
29886,"Garage, None, Covered",3,2,2,1350.0
29887,Garage - Attached,3,4,3,1866.0
29888,"Garage, Garage - Attached",3,3,2,1871.0
29889,"Tandem, On Site",2,2,2,960.0
29891,"Direct Access, Garage Faces Front, Garage - Two Door, Garage Door Opener",3,3,2,1453.0
29892,"Assigned, Community Structure, Covered, Controlled Entrance",2,3,3,1400.0
29893,"Garage - Attached, Covered",3,3,3,1840.0
29896,Garage - Attached,4,6,2,4305.0
29897,"No Garage, Concrete",3,2,2,1719.0
29899,"Garage, Garage - Attached, Covered",3,2,2,1576.0
29902,"Carport, Covered, Garage",4,2,2,1474.0
29903,"Garage - Detached, Covered",3,2,2,1794.0
29904,"Garage Door Opener, Attached",4,3,2,3908.0
29905,Garage,2,3,2,1862.0
29906,Garage,2,2,2,1421.0
29907,"Garage, Garage - Attached",4,3,3,2180.0
29908,Direct Access,4,4,4,3070.0
29909,"Underground/Basement, Garage - Attached",4,3,3,1630.0
29910,"Garage Door Opener, Attached, Detached",5,4,2,4979.0
29911,"Garage, Garage - Attached",2,2,1,1004.0
29912,"Garage, Garage - Attached",3,1,1,1110.0
29913,"Garage, Garage - Attached, Covered",3,4,3,1793.0
29914,"Driveway, Off Street, Permit Required, Tandem Uncovered",3,2,2,1605.0
29915,"Garage - Attached, Covered",3,4,3,2220.0
29916,"Garage, Carport, Garage - Attached",3,2,1,1900.0
29917,"Garage, Garage - Attached, Covered",4,2,2,1696.0
29919,Carport,2,2,2,1344.0
29921,"Garage - Detached, Off-street",1,2,2,1211.0
29922,"Garage - Attached, Garage - Detached, Mixed, Covered",2,2,2,1308.0
29923,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,2,2,2110.0
29926,"Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site",3,2,2,1373.0
29927,"Garage, Garage - Attached",3,3,2,1430.0
29928,Carport,3,2,1,1500.0
29929,"Garage, Carport, Garage - Attached, Covered",3,2,2,1536.0
29930,"Potential RV Parking, Auto Opener",3,2,2,1120.0
29931,"Driveway, Garage",4,3,2,1907.0
29932,"Side By Side, Side by Side, On Site",2,2,2,5774.587090597377
29933,0 spaces,3,2,2,1458.0
29934,"No Garage, Driveway",3,2,2,1727.0
29935,Community Structure,2,2,2,1083.0
29936,"Garage - Attached, Garage - Detached, Off-street",3,3,3,2910.0
29937,0 spaces,2,2,2,1172.0
29938,"Assigned, Community Structure, Gated",2,2,2,1497.0
29940,"Direct Access, Driveway - Combination, Concrete, Gravel, Garage, Garage Faces Rear, Garage - Two Door, Oversized, RV Access/Parking, See Remarks",5,5,3,4919.0
29941,"Garage Door Opener, Interior Access, Independent, On Site (Single Family Only)",3,3,3,2070.0
29942,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only)",4,3,3,1800.0
29944,0 spaces,5,3,2,1540.0
29947,"Attached, Enclosed, Garage Door Opener, Interior Access, Private, Side By Side, Side by Side, On Site",1,1,1,749.0
29948,"Garage, Garage - Detached, Off-street, Covered",2,2,2,1104.0
29949,"Garage, Garage - Attached, Covered",3,2,2,1580.0
29950,"Garage, Garage - Attached, Covered",3,2,2,1952.0
29951,"Garage, Garage - Attached",3,3,3,1987.0
29952,"Garage, Garage - Attached, Covered",5,3,3,2074.0
29953,On Site (Single Family Only),2,2,2,1140.0
29955,"Garage Door Opener, Interior Access, Independent, On Site (Single Family Only), Driveway",5,4,4,4123.0
29957,"Carport, Covered",0,1,1,2600.0
29958,"Assigned, Community Structure, Underground",2,2,2,1149.0
29959,"Covered, Driveway, Garage - Two Door, Gated, Private",4,6,4,3804.0
29960,"Garage, Tandem",2,2,2,1378.0
29961,"Garage, Garage - Attached, Covered",3,2,2,2272.0
29964,Garage - Attached,2,3,2,1557.0
29965,Garage - Two Door,3,4,3,2166.0
29966,"Independent, On Site (Single Family Only)",3,2,2,1430.0
29967,"Garage, Garage - Attached, Covered",5,5,5,5627.0
29968,"Garage Door Opener, Attached, Space Per Unit - 2",5,3,2,2636.0
29969,"Garage, Garage - Detached, Covered",4,3,3,3116.0
29970,"Potential RV Parking, Other",3,2,2,1650.0
29971,"Garage, Garage - Attached, Covered",4,2,2,1581.0
29972,"Garage, Garage - Attached, Covered",3,1,1,1137.0
29973,"Garage, Garage - Detached",6,7,7,8676.0
29975,Covered,3,2,2,2118.0
29976,"Garage, Garage - Attached, Covered",4,2,2,1199.0
29977,"Garage Door Opener, Private, Rotational, Independent, On Site - Mapped (Condo Only)",3,1,1,1400.0
29978,"Garage, Garage - Attached, Covered",3,2,2,1228.0
29979,Garage - Attached,4,4,4,4238.0
29980,"Garage, Garage - Attached, Covered",3,2,2,1146.0
29981,Carport,2,2,2,1560.0
29982,Covered,0,0,2,2118.0
29984,"Assigned, Controlled Entrance, Community Structure, Covered",2,3,2,983.0
29986,0 spaces,3,2,2,1344.0
29987,"Garage - Attached, Covered",3,1,2,1152.0
29988,"Covered, Community Structure, Underground, Side By Side",3,2,2,1346.0
29989,"Garage, Garage - Attached, Covered",3,3,2,1828.0
29990,"Garage, Garage - Detached, Off-street, Covered",2,3,2,1180.0
29991,"Side By Side, Side by Side, On Site, Driveway",2,2,2,1045.0
29992,"Garage - Two Door, Gated",6,5,5,3437.0
29993,"Garage, Carport, Covered",2,2,2,1440.0
29994,"Garage, Garage - Attached",3,2,2,2136.0
29996,"Mechanical Lift, Size Limited, Independent, On Site - Mapped (Condo Only)",2,2,2,1330.0
29999,"Tandem, Community Structure, Controlled Entrance",2,3,1,1920.0
30000,"Garage, Garage - Attached, Covered",3,2,1,1201.0
30001,"Garage, Carport, Garage - Attached, Garage - Detached, Off-street, Covered",4,4,3,3916.0
30003,Garage - Attached,3,2,1,1300.0
30004,"Garage, Garage - Attached, Covered",3,3,2,1731.0
30005,"Detached Carport, Driveway, RV Potential",2,1,1,864.0
30007,"Off Street, On Street",3,2,2,1138.0
30008,"Open, Gated",3,2,2,2000.0
30009,0 spaces,2,2,1,820.0
30011,"Garage, Garage - Attached",5,2,2,2508.0
30012,Missing,2,2,2,1108.0
30013,"Garage - Attached, Covered",1,1,2,1003.0
30015,"Garage, Garage - Attached",4,3,2,2190.0
30018,"Garage, Garage - Attached, Covered",3,3,2,1370.0
30019,"No Garage, Gravel",1,1,1,458.0
30020,Garage,4,3,3,2056.0
30021,"Garage, Garage - Attached, Covered",3,1,1,1304.0
30023,"Garage, Garage - Attached, Covered",3,1,1,1036.0
30025,"Garage - Attached, Mixed, Covered",3,1,1,1283.0
30026,Garage - Attached,3,1,1,920.0
30027,"Assigned, Community Structure",2,2,2,1130.0
30028,"Assigned, Underground",2,2,2,985.0
30029,"Attached, Garage Door Opener, Interior Access, Independent, On Site - Mapped (Condo Only)",3,2,2,2048.0
30030,"Garage, Garage - Attached, Covered",4,2,2,1483.0
30031,Assigned,3,3,3,2040.0
30033,"Interior Access, Independent, On Site (Single Family Only), Driveway",6,3,3,1520.0
30034,"Garage, Carport, Covered",4,4,3,3536.0
30035,"Carport, Garage",2,1,2,1209.0
30036,"Driveway, Gated",2,2,2,1240.0
30037,"Converted Garage, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,1,1,1280.0
30038,Off Street,3,1,1,1088.0
30039,Garage,4,3,3,1787.0
30041,"Assigned, Secured, Off Site, Parking Space",1,1,1,620.0
30042,Driveway,4,3,3,3039.0
30043,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only)",2,1,1,1529.0
30044,Garage,2,2,1,1300.0
30046,"Driveway, Garage, Open",2,2,2,953.0
30047,"Driveway, Garage - Two Door",3,2,2,1749.0
30048,"Garage, Garage - Attached, Covered",2,2,2,1679.0
30050,"Driveway, Garage - Single Door",4,4,4,3996.0
30051,0 spaces,1,1,2,1003.0
30052,"Garage - Single Door, Driveway",2,1,1,882.0
30053,"Garage - Attached, Mixed, Covered",4,3,2,1804.0
30054,"Concrete, Gravel, Driveway Down Slope From Street, Private, RV Access/Parking",0,0,2,240.0
30056,"Garage, Garage - Attached, Covered",4,4,4,2989.0
30057,0 spaces,0,0,2,1134.0
30058,"Carport, Covered, Garage",2,2,1,1081.0
30059,"Driveway, Concrete",3,3,2,2013.0
30060,"Garage, Garage - Attached, Covered",3,1,1,1093.0
30063,Direct Access,3,2,2,1523.0
30064,"Garage, Garage - Attached, Covered",5,3,3,2527.0
30066,"Attached, Gar #2, Unc #2",3,2,2,1546.0
30067,"Garage, Garage - Attached, Covered",4,3,3,2667.0
30068,"Garage, Garage - Attached",2,2,2,984.0
30069,"Garage, Garage - Attached, Covered",5,3,3,3209.0
30070,"Garage - Attached, Covered",3,2,2,1345.0
30071,"Attached, Garage Door Opener, On Site (Single Family Only), Driveway",3,2,2,1792.0
30072,Driveway,6,4,4,3180.0
30073,None,4,4,4,2846.0
30074,Garage,3,3,3,1966.0
30075,Garage - Detached,3,2,2,1620.0
30076,"Garage, Garage - Attached, Covered",2,2,2,1173.0
30077,"Driveway, On Street, Open",3,3,3,1539.0
30079,Attached Carport,2,2,1,5774.587090597377
30080,"Garage, Garage - Attached, Covered",4,4,3,2453.0
30081,"Auto Driveway Gate, Built-In Storage, Detached Carport, Covered, Direct Access, Driveway, Asphalt, Driveway Level, Garage Faces Side, Garage - Single Door, Garage Door Opener, On Site, RV Access/Parking, RV Covered",3,2,2,2052.0
30082,"Enclosed, Garage Door Opener, Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway",1,2,2,1404.0
30083,"Attached, Garage Door Opener, Interior Access, Rotational, Independent, On Site",2,1,1,1430.0
30085,"Garage, Garage - Attached, Covered",2,2,2,1454.0
30086,"Carport, Covered, Garage",3,2,1,1157.0
30087,"Garage, Garage - Attached",3,2,2,1405.0
30088,"Tandem, On Site",2,1,1,1057.0
30089,"Garage Door Opener, Interior Access, Tandem, On Site (Single Family Only), Driveway",2,1,1,862.0
30090,0 spaces,4,2,2,3372.0
30091,"Attached, Garage Door Opener, Interior Access, Tandem, On Site (Single Family Only), Driveway",3,2,2,1506.0
30092,"Garage, Garage - Attached, Covered",2,2,2,920.0
30093,Carport,3,1,2,2169.0
30094,Missing,3,1,1,912.0
30095,"Detached, Guest",2,2,2,1378.0
30098,"Garage, Covered",2,2,1,986.0
30101,0 spaces,2,2,2,1384.0
30102,None,2,1,1,1121.0
30104,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,1,1,1270.0
30107,"Auto Driveway Gate, Detached Carport, Garage Door Opener, Driveway, Concrete, Garage - Two Door",3,2,2,1561.0
30109,"Driveway, Garage",3,2,2,1526.0
30110,"Driveway, Garage, Garage Faces Front, Garage Faces Rear, Garage Door Opener, Pull-through",5,4,4,3620.0
30111,Missing,4,3,3,4000.0
30112,"Garage - Attached, Covered",5,4,3,4071.0
30114,Garage,2,1,1,952.0
30116,0 spaces,2,1,1,1000.0
30117,0 spaces,1,1,1,810.0
30118,"Garage, Garage - Attached, Covered",2,2,1,968.0
30119,"Attached, Interior Access, Independent, On Site (Single Family Only)",4,4,4,2141.0
30120,"Controlled Entrance, Covered",2,1,1,852.0
30121,"RV, Oversized Parking, Boat",1,1,1,900.0
30122,"Garage, Garage - Attached, Off-street, On-street, Covered",2,3,2,1650.0
30123,"Assigned, Controlled Entrance",1,2,2,1450.0
30124,Assigned,3,3,3,2535.0
30125,"Carport, Garage",2,2,2,871.0
30126,2 Car Garage,3,3,2,5774.587090597377
30127,0 spaces,3,3,2,2005.0
30128,"Assigned, Tandem",2,2,2,1370.0
30129,Driveway,3,3,2,2250.0
30131,"Detached, Garage Door Opener, On Site (Single Family Only)",3,3,3,2120.0
30133,"Garage, Garage - Attached, Covered",3,2,2,1584.0
30134,"Driveway, Garage, Garage Faces Side, Garage - Single Door, Garage Door Opener, RV Access/Parking",3,3,2,2816.0
30135,"Garage, Carport, Garage - Attached, Garage - Detached, Off-street, On-street, Covered",3,3,3,2168.0
30136,Attached,4,3,2,2599.0
30137,"Garage, Garage - Attached",2,2,2,1349.0
30138,Covered,3,3,2,1300.0
30139,"Garage, Garage - Attached, Covered",3,3,2,1630.0
30140,"Garage, Garage - Detached, Covered",3,1,1,1296.0
30141,Covered,3,3,2,1476.0
30142,0 spaces,3,2,2,1404.0
30143,0 spaces,3,2,2,1728.0
30144,"Garage Faces Front, Garage - Two Door",3,2,2,1626.0
30145,"Driveway, Concrete, Garage Faces Front, Garage - Three Door, Oversized, RV Garage, See Remarks, Workshop in Garage",4,3,3,2900.0
30148,None,1,1,1,950.0
30149,0 spaces,2,2,2,999.0
30151,Carport,2,1,1,843.0
30152,"Garage, Garage - Attached, Covered",4,4,3,2416.0
30153,"Carport, Other",3,2,2,1990.0
30154,"Garage, Garage - Attached, Covered",2,1,1,1224.0
30155,Garage - Detached,3,2,2,1236.0
30156,"Garage - Two Door, Side By Side",3,2,2,1328.0
30157,"Garage, Garage - Attached, Covered",3,3,2,2199.0
30158,"Enclosed, Garage Door Opener, Side By Side, Side by Side, On Site, Shared Driveway",2,2,2,1559.0
30159,"Garage, Garage - Attached, Covered",3,3,2,1270.0
30160,"Community Structure, Side By Side",2,2,2,1191.0
30161,"Garage, Garage - Attached",4,4,3,2437.0
30162,"Garage, Garage - Attached, Covered",4,2,2,3153.0
30163,Garage - Attached,2,2,2,890.0
30164,"Garage, Garage - Attached",4,3,2,3002.0
30165,"Garage, Garage Door Opener, None",4,2,2,1248.0
30166,"Carport, Attached Carport, Driveway",2,1,1,750.0
30167,"Garage, Garage - Attached",5,3,2,2031.0
30168,"Attached, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site, Driveway",3,2,2,1522.0
30169,"Garage Door Opener, Attached",3,3,2,1530.0
30170,"Garage, Garage - Attached",2,1,1,970.0
30171,"Garage - Attached, Covered",1,1,1,1076.0
30172,0 spaces,8,0,2,2680.0
30175,Garage - Two Door,3,2,2,1125.0
30176,"Detached, On Site (Single Family Only)",5,1,1,1523.0
30177,"Valet, Independent, On Site",2,3,3,2819.0
30179,0 spaces,3,3,2,1810.0
30180,Garage - Two Door,2,2,2,1590.0
30181,"Driveway, Garage",2,2,2,1559.0
30183,"Garage, Garage - Attached, Off-street, Covered",3,2,1,1102.0
30184,"Driveway, See Remarks",2,2,1,1404.0
30185,0 spaces,6,3,3,3340.0
30186,"Garage Door Opener, Enclosed",4,3,2,2455.0
30187,"Garage, Garage - Attached, Covered",4,3,3,2800.0
30188,0 spaces,3,2,2,1440.0
30190,"Garage, Garage - Attached",4,3,2,2753.0
30191,"Off-street, Covered",4,3,2,2248.0
30192,"Garage, Garage - Attached, Covered",4,2,2,2263.0
30193,"Garage Door Opener, Interior Access, Tandem, On Site (Single Family Only), Driveway",3,2,2,1325.0
30194,"Garage - Single Door, Driveway",2,2,1,1781.0
30195,"Garage, Garage - Attached, Covered",4,3,3,2378.0
30196,Missing,3,1,1,948.0
30197,Driveway,3,3,2,2374.0
30198,"Garage - Two Door, Driveway, Direct Access",3,3,2,1957.0
30199,"Garage, Covered",3,2,2,1576.0
30200,0 spaces,3,2,2,5774.587090597377
30201,0 spaces,2,3,2,1218.0
30202,"Interior Access, On Site (Single Family Only), Driveway",4,2,2,1710.0
30203,"Garage - Attached, Covered",4,3,3,2976.0
30204,"Garage Door Opener, Tandem, On Site (Single Family Only), Driveway",3,3,3,5774.587090597377
30205,Garage,5,3,2,1663.0
30207,"Garage, Garage - Attached, Covered",4,2,2,1560.0
30208,"Garage, Garage - Detached, Covered",4,4,3,3000.0
30209,Driveway,4,2,2,2968.0
30210,"Garage - Attached, Covered",3,3,3,2013.0
30211,"Driveway, Garage - Two Door",4,2,2,1682.0
30213,"Carport, Garage - Attached, Covered",2,1,1,815.0
30214,Community Structure,2,2,2,1219.0
30215,Carport,2,1,2,720.0
30216,"Garage, Garage - Attached",5,4,3,2360.0
30217,"Garage, Garage - Attached, Off-street, Covered",3,3,2,1384.0
30221,"Garage, Garage - Attached, Covered",3,3,2,1633.0
30222,"Assigned, Controlled Entrance, Covered",3,3,3,1860.0
30223,"Garage, Guest, Permit Required",3,3,3,1628.0
30224,Independent,2,1,1,5774.587090597377
30225,Garage,3,2,2,1305.0
30226,"Garage Door Opener, Attached, Garage, Int Access From Garage, Guest",2,2,2,1350.0
30227,"Asphalt, Garage - Two Door",4,2,1,1390.0
30228,"Community Structure, Assigned, Guest, Tandem",3,2,2,1140.0
30229,Missing,3,2,1,1396.0
30231,Missing,4,2,2,2892.0
30232,"Independent, On Site",2,2,2,1292.0
30233,"Garage, Off-street",2,1,2,800.0
30234,"Garage, Garage - Attached, Covered",4,3,3,3596.0
30235,"Garage, Garage - Attached, Covered",3,3,2,1480.0
30236,"Gravel, Off Street, RV Access/Parking",5,3,3,1808.0
30237,Garage - Attached,2,1,1,660.0
30238,"Garage - Attached, Covered",4,3,3,2130.0
30241,0 spaces,4,2,2,1780.0
30242,"Carport, Gravel, Other",2,1,1,1205.0
30244,Open,2,1,2,784.0
30246,Garage,2,3,2,1831.0
30247,"Attached, On Site (Single Family Only), Driveway",5,3,3,3020.0
30248,Detached Carport,2,2,2,753.0
30249,"Garage, Garage - Attached, Covered",4,2,2,1743.0
30251,"Garage, Garage - Attached, Covered",2,1,1,1108.0
30252,"Garage, Garage - Attached, Covered",4,1,1,1140.0
30254,"Garage, Garage - Attached, Covered",4,3,2,2715.0
30257,On Street,2,4,2,816.0
30258,"Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway",2,1,1,1024.0
30260,"Garage - Attached, Garage - Detached, Covered",2,3,2,1450.0
30261,Garage,3,3,3,2315.0
30262,"Attached, Enclosed, Interior Access, Side By Side, Side by Side, On Site",2,2,2,1033.0
30263,"Garage, Garage - Attached, Covered",3,3,2,1118.0
30264,Off-street,3,3,3,3441.0
30265,Off-street,2,3,2,2800.0
30266,Driveway,5,6,2,3099.0
30267,"Garage - Attached, Covered",3,2,2,1375.0
30269,Driveway,2,1,1,1218.0
30270,Garage - Attached,3,2,2,1992.0
30271,"Garage, Off-street, Covered",3,3,3,2053.0
30272,"Garage, Covered",2,2,2,999.0
30273,"Direct Access, Concrete, Garage Faces Front, Garage - Two Door, Garage Door Opener",3,2,1,1335.0
30274,Carport,1,1,1,650.0
30275,"Garage, Garage - Attached, Covered",5,4,2,2561.0
30277,"Driveway, Garage",2,2,2,1328.0
30278,"Covered, Attached Carport, Carport",3,1,1,938.0
30280,"Attached, Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site",2,2,2,5774.587090597377
30281,"Carport, Garage - Attached, Mixed, Covered",2,2,2,1571.0
30282,"Garage, Garage - Attached, Covered",2,1,1,976.0
30283,"Garage, Garage - Attached, Covered",4,1,1,1539.0
30285,"Attached, Cpt #1, Detached, Gar #2, RV Access/Parking",3,2,2,2200.0
30287,Carport,2,1,1,5774.587090597377
30288,"Assigned, Open",1,1,1,644.0
30289,Carport,2,1,1,610.0
30291,"Garage, Garage - Attached, Covered",3,2,2,1927.0
30292,"Independent, On Site (Single Family Only)",5,3,3,5774.587090597377
30293,Garage,6,3,2,2214.0
30295,"Garage, Garage - Attached",2,2,1,1200.0
30296,"Garage, Garage - Attached, Covered",3,1,2,1472.0
30297,Off Street,3,2,2,1688.0
30298,Garage - Two Door,3,2,2,1192.0
30299,"Garage, Garage - Attached, Covered",3,1,1,1003.0
30300,"Garage, Garage - Attached, Covered",2,3,2,1553.0
30301,"Driveway, Gated",3,2,2,2116.0
30302,"Garage, Garage - Attached, Covered",3,2,2,1448.0
30303,"Assigned, Garage - Single Door, Garage",2,2,1,906.0
30305,"Attached, Interior Access, Independent, On Site (Single Family Only), Driveway",3,2,2,1362.0
30307,Missing,1,1,1,580.0
30308,"Underground/Basement, Garage - Attached, Covered",3,4,3,3000.0
30309,"Gated, Detached Carport",2,1,2,593.0
30310,0 spaces,2,2,2,1150.0
30311,"Garage - Attached, Mixed, Covered",4,3,3,2933.0
30312,"Attached, Interior Access, Independent, On Site (Single Family Only), Driveway",2,1,1,1665.0
