Housing_Id,elementary_school_score,elementary_school_distance,middle_school_score,middle_school_distance,high_school_score,high_school_disctance
29789,5,1.1524111764292648,5,1.6915926468195905,6,4.7
29790,6,0.6,5,1.6915926468195905,6,1.3
29791,8,0.9,6,1.3,8,0.6
29792,5,0.3,5,0.8,4,1.5
29793,5,0.5,5,0.1,5,1.1
29794,2,3.8,5,5.3,7,2.4
29795,9,1.3,5,1.6915926468195905,6,3.1
29796,5,0.6,5,1.6915926468195905,5,0.5
29797,4,0.4,5,1.6915926468195905,5,0.4
29798,9,3.2,5,1.6915926468195905,6,4.9
29799,3,1.4,6,1.8,7,1.7
29801,6,0.4,5,1.6915926468195905,6,2.4103657099769076
29804,8,0.5,5,1.6915926468195905,9,0.3
29805,5,1.1524111764292648,4,1.1,6,0.9
29806,2,0.2,3,0.3,5,0.7
29807,5,2.3,8,19.7,2,17.9
29808,9,0.4,5,1.6915926468195905,6,2.2
29809,4,0.5,3,0.4,6,1.2
29811,5,0.3,3,1.5,2,0.2
29812,9,0.6,9,0.9,10,1.4
29813,3,0.3,5,0.7,4,1.1
29815,6,0.2,7,1.0,8,1.0
29816,5,0.8,5,0.7,6,0.8
29817,5,1.1524111764292648,3,0.5,3,0.5
29818,5,0.5,5,1.6915926468195905,3,1.5
29819,3,0.8,3,0.5,3,1.2
29820,2,0.7,2,0.7,3,0.5
29822,9,0.9,9,0.5,10,0.3
29823,5,11.6,5,1.6915926468195905,6,14.7
29824,9,0.2,9,0.7,8,1.5
29825,8,0.5,6,0.5,10,0.9
29826,4,0.5,4,1.3,3,0.6
29827,5,1.1524111764292648,5,1.6915926468195905,7,4.0
29828,8,1.0,5,1.6915926468195905,7,2.0
29829,5,1.1524111764292648,5,1.6915926468195905,7,2.5
29830,6,1.0,5,1.6915926468195905,5,2.7
29831,5,1.1524111764292648,5,1.6915926468195905,8,1.1
29832,5,3.8,5,1.6915926468195905,6,27.0
29833,8,0.4,7,0.8,5,1.4
29834,6,1.1,7,0.7,7,5.1
29835,2,0.6,5,1.1,4,0.7
29836,3,0.6,5,1.6915926468195905,7,1.0
29837,6,0.6,5,1.6915926468195905,5,1.5
29838,5,3.6,5,1.6915926468195905,6,26.8
29839,7,1.3,5,1.6915926468195905,4,6.5
29840,7,1.5,3,2.5,7,1.4
29841,5,1.8,6,0.9,7,1.8
29842,8,0.3,5,1.6915926468195905,6,2.4103657099769076
29843,7,0.9,9,0.5,8,0.4
29844,8,0.2,6,0.6,8,0.3
29845,5,1.1524111764292648,7,1.6,8,2.8
29846,4,0.7,4,0.9,6,1.0
29847,7,0.7,5,1.7,3,0.8
29849,4,0.6,5,1.6915926468195905,6,9.5
29850,4,0.4,5,0.8,5,0.5
29851,5,0.2,4,0.9,6,2.4103657099769076
29852,8,0.5,5,1.6915926468195905,6,2.4103657099769076
29854,3,0.4,7,1.0,4,0.7
29855,5,1.1524111764292648,5,1.6915926468195905,7,0.3
29856,6,0.2,3,1.6,7,3.6
29859,6,0.7,5,1.1,6,0.8
29861,4,2.8,4,2.3,5,5.0
29862,10,0.2,9,0.7,6,1.3
29863,3,0.1,3,0.6,6,2.4103657099769076
29864,4,0.7,7,3.1,7,1.6
29865,5,1.0,5,1.6915926468195905,3,0.5
29866,6,0.1,3,1.8,7,3.8
29868,2,0.2,5,1.6915926468195905,6,2.4103657099769076
29869,5,1.3,5,1.4,6,1.7
29870,6,0.3,7,0.7,8,0.3
29871,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
29872,8,0.2,6,1.5,8,1.4
29873,5,1.1524111764292648,5,1.6915926468195905,7,0.3
29877,8,0.2,9,1.2,9,1.1
29878,7,0.6,4,1.6,7,1.7
29879,3,0.5,5,1.6915926468195905,8,0.8
29881,3,0.3,5,1.6915926468195905,7,0.6
29882,3,0.6,5,9.9,7,2.6
29883,5,1.1524111764292648,5,1.6915926468195905,5,13.3
29886,5,1.1524111764292648,5,1.6915926468195905,5,0.4
29887,5,1.1524111764292648,2,0.7,2,1.2
29888,2,0.4,3,1.2,3,1.0
29889,7,1.3,5,1.6915926468195905,4,6.6
29891,5,0.2,5,1.6915926468195905,6,0.6
29892,4,0.8,7,3.1,7,1.7
29893,3,7.2,5,1.6915926468195905,5,6.8
29896,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
29897,5,1.1524111764292648,6,4.4,5,0.9
29899,5,1.1524111764292648,6,2.2,4,1.3
29902,5,0.5,4,0.8,6,0.7
29903,4,0.8,5,1.6915926468195905,6,0.1
29904,6,2.6,5,1.2,7,6.1
29905,9,0.3,5,1.6915926468195905,6,1.9
29906,4,7.2,3,9.3,4,7.0
29907,5,1.1524111764292648,8,0.4,7,2.6
29908,9,0.5,7,1.1,8,2.8
29909,7,1.6,5,1.6915926468195905,4,6.4
29910,8,1.6,9,1.7,10,1.8
29911,3,0.2,4,1.3,5,0.5
29912,7,3.9,5,1.6915926468195905,4,2.6
29913,6,0.5,5,1.6915926468195905,5,1.6
29914,3,0.2,2,0.9,6,2.0
29915,5,3.1,5,1.6915926468195905,6,8.7
29916,4,4.7,5,1.6915926468195905,6,4.4
29917,7,0.2,7,1.5,9,1.4
29919,7,0.9,6,1.7,8,1.7
29921,6,0.5,3,1.0,2,0.9
29922,5,4.8,5,1.6915926468195905,7,7.6
29923,7,0.1,5,1.6915926468195905,6,1.9
29926,8,0.2,9,0.3,7,1.1
29927,9,0.6,7,2.2,7,2.3
29928,6,1.8,5,1.6915926468195905,8,8.3
29929,5,1.1524111764292648,5,1.6915926468195905,6,3.0
29930,7,0.7,5,0.3,6,0.4
29931,3,0.2,2,0.4,5,0.9
29932,3,0.5,5,1.6915926468195905,5,1.2
29933,7,0.8,6,1.5,8,1.5
29934,6,0.4,3,1.1,6,1.3
29935,9,0.6,7,0.7,8,0.8
29936,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
29937,5,0.5,5,1.6915926468195905,6,2.4103657099769076
29938,9,0.6,5,1.6915926468195905,6,1.6
29940,6,8.5,5,9.0,6,9.4
29941,8,0.4,6,0.5,7,0.3
29942,2,0.2,5,1.6915926468195905,6,2.4103657099769076
29944,4,0.1,4,0.8,3,1.1
29947,7,0.7,5,1.6915926468195905,7,0.9
29948,5,1.1524111764292648,5,1.6915926468195905,5,1.6
29949,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
29950,7,4.4,5,3.3,6,2.5
29951,8,0.3,5,1.6915926468195905,7,1.3
29952,6,0.5,5,1.6915926468195905,8,1.0
29953,2,0.1,4,1.1,5,1.1
29955,7,0.6,5,1.6915926468195905,7,0.8
29957,4,0.6,5,1.6915926468195905,6,0.1
29958,4,0.3,3,0.6,6,1.6
29959,9,2.0,5,1.6915926468195905,6,4.0
29960,4,0.2,7,0.3,6,2.1
29961,7,0.3,5,0.6,6,0.5
29964,7,0.4,4,1.1,7,1.2
29965,2,0.8,7,0.3,4,0.4
29966,6,0.3,3,0.3,5,0.2
29967,6,0.4,7,1.0,6,1.3
29968,6,1.5,7,1.9,9,1.4
29969,5,0.3,5,0.7,6,0.7
29970,6,6.9,5,1.6915926468195905,6,3.4
29971,5,0.1,5,1.6915926468195905,4,1.6
29972,9,0.4,9,0.2,9,1.4
29973,5,1.1524111764292648,8,1.4,7,2.4
29975,4,3.2,3,3.2,6,5.5
29976,5,1.1524111764292648,5,1.6915926468195905,3,1.4
29977,6,0.7,5,1.6915926468195905,3,0.9
29978,7,0.3,5,1.6915926468195905,5,0.8
29979,3,1.0,5,1.6915926468195905,5,2.1
29980,4,0.6,5,1.6915926468195905,5,1.0
29981,6,2.7,5,1.6915926468195905,6,2.6
29982,3,0.3,3,0.2,6,2.4103657099769076
29984,5,0.4,2,0.7,6,1.6
29986,7,0.9,6,1.7,8,1.7
29987,4,0.7,4,0.7,5,0.8
29988,8,0.9,7,1.8,8,1.9
29989,6,0.2,5,1.6915926468195905,6,3.0
29990,8,1.8,8,0.1,8,2.0
29991,6,0.6,5,1.6915926468195905,2,1.0
29992,9,0.6,7,0.5,8,2.6
29993,8,3.5,8,15.2,9,15.5
29994,5,1.4,6,1.3,7,2.4
29996,7,0.1,5,1.6915926468195905,8,1.0
29999,7,0.6,3,1.5,7,0.7
30000,4,0.5,3,0.4,4,0.5
30001,9,2.2,9,1.4,10,1.8
30003,4,0.9,5,1.6915926468195905,6,2.4103657099769076
30004,4,0.3,5,1.0,6,1.7
30005,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30007,4,0.3,5,1.6915926468195905,5,0.5
30008,7,1.5,5,1.6915926468195905,6,2.4103657099769076
30009,6,1.0,6,4.3,6,1.0
30011,3,0.2,2,0.1,4,0.4
30012,3,5.4,5,1.6915926468195905,6,0.9
30013,7,0.3,8,3.0,3,0.8
30015,6,0.8,6,0.4,9,1.0
30018,7,0.7,6,0.7,8,2.3
30019,7,0.7,5,1.6915926468195905,5,0.3
30020,7,1.6,3,9.7,5,9.7
30021,4,1.5,3,1.6,5,1.6
30023,7,0.4,6,0.6,7,1.5
30025,9,0.4,9,0.3,9,1.3
30026,2,0.3,3,0.6,6,2.4103657099769076
30027,6,0.1,3,0.8,6,1.4
30028,1,0.5,5,1.6915926468195905,7,1.2
30029,3,0.8,3,0.5,3,1.2
30030,3,0.2,5,1.0,4,1.0
30031,9,0.4,5,1.6915926468195905,6,2.3
30033,7,0.3,6,1.0,10,1.3
30034,7,0.7,9,0.5,8,0.7
30035,7,0.3,5,1.6915926468195905,6,2.4103657099769076
30036,3,0.3,5,1.6915926468195905,7,0.3
30037,6,0.5,3,0.3,5,0.2
30038,4,10.6,5,1.6915926468195905,6,7.3
30039,4,0.2,5,1.6915926468195905,5,1.4
30041,5,1.1524111764292648,4,1.8,6,2.4103657099769076
30042,9,0.5,5,1.6915926468195905,6,2.0
30043,6,0.9,5,1.6915926468195905,6,2.4103657099769076
30044,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30046,2,0.4,2,1.5,6,2.4103657099769076
30047,3,0.3,5,1.6915926468195905,7,0.3
30048,6,1.4,8,1.4,8,3.1
30050,9,0.3,5,1.6915926468195905,6,2.1
30051,7,0.3,8,3.0,3,0.8
30052,9,0.4,3,2.9,7,2.0
30053,9,0.2,6,0.5,8,1.8
30054,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30056,8,1.8,7,2.3,8,2.4
30057,8,0.5,5,1.6915926468195905,9,0.8
30058,7,0.7,6,1.3,7,0.7
30059,6,0.5,5,1.6915926468195905,7,1.0
30060,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30063,4,0.2,4,4.5,6,0.3
30064,5,0.7,4,1.2,5,2.1
30066,9,0.0,6,5.4,6,5.1
30067,8,0.8,7,1.3,8,0.5
30068,6,0.5,7,1.0,8,0.4
30069,8,0.6,9,1.0,10,1.5
30070,5,0.3,4,0.7,5,0.8
30071,5,1.1524111764292648,5,1.6915926468195905,4,0.8
30072,8,0.4,7,0.1,7,1.7
30073,6,0.5,5,1.6915926468195905,6,1.5
30074,3,0.3,2,0.3,2,0.7
30075,4,3.9,5,1.6915926468195905,6,2.4103657099769076
30076,5,2.2,5,1.6915926468195905,4,2.0
30077,7,0.6,7,2.3,6,1.3
30079,6,0.2,5,1.6915926468195905,7,0.9
30080,5,1.1524111764292648,6,1.7,4,1.2
30081,3,0.4,5,1.6915926468195905,5,0.4
30082,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30083,2,0.4,4,0.3,3,0.4
30085,4,0.9,4,2.1,3,0.8
30086,3,0.3,5,1.6915926468195905,4,0.3
30087,5,0.3,5,0.4,7,0.6
30088,8,0.8,9,0.4,7,0.5
30089,2,0.7,5,1.6915926468195905,4,0.7
30090,3,7.6,5,1.6915926468195905,4,7.4
30091,9,0.4,8,0.9,7,0.8
30092,5,0.3,5,0.4,7,7.8
30093,5,4.0,5,1.6915926468195905,5,30.3
30094,4,0.1,4,1.3,5,1.4
30095,7,0.5,9,1.3,9,1.1
30098,4,0.6,5,1.6915926468195905,7,3.4
30101,7,0.5,8,0.3,6,6.4
30102,7,0.2,3,0.4,6,2.4103657099769076
30104,8,0.9,6,0.6,6,2.4103657099769076
30107,3,0.4,4,0.4,6,2.4103657099769076
30109,4,0.7,4,0.9,6,1.0
30110,6,0.5,3,1.3,6,1.1
30111,5,0.8,4,0.3,7,0.2
30112,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30114,4,0.4,5,0.3,6,2.4103657099769076
30116,6,1.0,5,1.6915926468195905,8,7.7
30117,4,0.5,3,2.2,7,0.8
30118,9,0.7,5,1.6915926468195905,8,0.7
30119,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30120,6,0.9,7,0.6,8,0.7
30121,8,3.5,5,1.6915926468195905,8,5.5
30122,6,0.7,6,3.9,6,0.6
30123,7,0.6,8,0.9,8,0.7
30124,7,0.8,7,0.9,4,0.7
30125,3,0.5,5,1.5,6,1.5
30126,1,7.4,5,1.6915926468195905,6,2.4103657099769076
30127,3,0.6,5,1.6915926468195905,6,2.4103657099769076
30128,6,0.1,3,1.0,7,2.8
30129,5,0.3,5,1.6915926468195905,7,1.9
30131,5,1.1524111764292648,5,1.6915926468195905,7,0.1
30133,5,1.3,5,1.2,6,1.3
30134,6,9.8,5,1.6915926468195905,7,11.9
30135,7,0.6,7,0.7,9,1.0
30136,5,1.1524111764292648,5,1.6915926468195905,2,2.3
30137,6,1.1,7,0.7,7,5.1
30138,2,0.5,5,1.6915926468195905,5,26.7
30139,6,0.4,5,2.4,6,0.6
30140,4,0.1,3,1.9,5,1.9
30141,5,21.6,4,21.6,4,21.3
30142,5,1.1524111764292648,5,1.6915926468195905,6,5.4
30143,6,0.8,5,1.6915926468195905,6,3.6
30144,5,0.4,6,1.0,8,0.8
30145,5,8.0,5,1.6915926468195905,6,7.1
30148,6,1.0,5,0.4,6,2.2
30149,3,0.4,3,0.7,4,0.6
30151,6,0.1,3,0.7,6,1.4
30152,5,2.0,5,1.6915926468195905,4,1.8
30153,5,1.1524111764292648,3,2.2,5,1.0
30154,2,0.2,4,1.0,3,0.9
30155,6,1.0,5,0.4,6,2.2
30156,6,0.5,2,0.3,6,1.3
30157,5,0.4,6,0.3,7,2.6
30158,5,0.7,3,2.8,2,0.6
30159,3,0.2,5,10.6,7,3.3
30160,7,0.3,3,1.2,6,0.6
30161,8,1.7,5,1.7,8,1.8
30162,6,2.0,5,2.4,6,0.7
30163,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30164,7,0.5,8,2.6,8,0.9
30165,4,0.2,3,0.7,4,1.8
30166,4,0.5,5,1.6915926468195905,6,2.4103657099769076
30167,7,2.3,8,0.7,8,2.0
30168,7,0.5,6,0.7,7,0.6
30169,6,1.3,7,0.9,7,5.1
30170,9,0.2,8,1.0,9,1.2
30171,7,2.0,7,1.3,5,1.7
30172,5,11.1,5,1.6915926468195905,6,12.0
30175,8,0.2,5,1.6915926468195905,6,2.4103657099769076
30176,7,1.7,5,1.6915926468195905,6,0.4
30177,5,1.9,3,3.4,2,0.9
30179,8,1.3,5,1.6915926468195905,7,2.3
30180,8,0.4,6,0.7,8,0.2
30181,5,0.4,1,1.0,6,2.4103657099769076
30183,8,0.2,6,2.0,6,1.0
30184,2,0.1,5,0.5,6,2.4103657099769076
30185,8,0.4,8,0.4,7,0.6
30186,4,0.4,6,0.9,10,0.3
30187,5,0.1,5,1.6915926468195905,6,10.0
30188,4,10.6,5,1.6915926468195905,5,27.8
30190,5,0.9,5,2.0,5,1.5
30191,5,1.1524111764292648,5,1.6915926468195905,9,1.9
30192,9,4.2,7,13.5,7,10.9
30193,7,0.1,6,0.9,10,1.4
30194,9,0.4,5,1.6915926468195905,6,2.5
30195,7,0.6,8,2.1,8,1.2
30196,3,0.1,3,0.6,6,2.4103657099769076
30197,3,0.4,5,1.6915926468195905,7,0.9
30198,4,0.3,5,1.6915926468195905,6,2.4103657099769076
30199,4,0.5,3,1.9,7,0.5
30200,7,2.2,8,2.6,6,8.9
30201,8,0.9,8,1.1,7,0.8
30202,6,0.3,5,1.5,5,0.7
30203,5,1.1524111764292648,4,1.2,5,1.1
30204,8,0.8,8,0.4,7,0.3
30205,9,0.6,7,2.3,7,1.6
30207,7,0.5,7,0.6,9,0.9
30208,9,0.2,9,6.6,10,0.6
30209,4,0.3,6,0.9,4,1.3
30210,3,7.3,5,1.6915926468195905,5,6.9
30211,9,0.5,7,0.4,8,0.4
30213,7,0.1,5,1.6915926468195905,4,0.4
30214,9,0.5,8,0.3,8,1.3
30215,5,3.8,5,1.6915926468195905,6,6.1
30216,5,0.7,6,1.7,8,1.5
30217,4,0.5,3,0.2,7,2.6
30221,9,0.6,8,0.4,8,0.5
30222,8,0.7,7,0.6,7,2.4
30223,8,0.1,7,1.1,8,1.1
30224,2,0.7,5,1.6915926468195905,7,1.1
30225,5,0.2,5,1.6915926468195905,7,1.4
30226,8,0.4,9,0.9,9,0.7
30227,7,0.5,5,1.6915926468195905,6,7.6
30228,6,0.5,5,1.6915926468195905,6,2.4103657099769076
30229,6,0.3,5,0.6,4,1.5
30231,3,0.3,4,0.5,3,0.6
30232,5,0.5,3,2.8,2,0.7
30233,4,0.3,5,1.6915926468195905,5,1.4
30234,8,4.0,8,15.9,9,16.1
30235,4,0.1,5,1.4,6,1.7
30236,5,0.2,5,1.6915926468195905,6,0.1
30237,6,0.5,5,1.1,4,0.3
30238,5,0.7,5,0.7,5,1.2
30241,7,0.7,9,0.9,9,0.9
30242,3,2.6,5,1.6915926468195905,5,3.6
30244,3,0.2,3,0.8,4,0.8
30246,7,0.2,8,8.5,8,7.8
30247,8,0.4,5,1.6915926468195905,3,0.3
30248,1,0.3,5,1.6915926468195905,7,0.8
30249,7,0.3,9,0.4,9,0.3
30251,4,0.6,3,0.5,5,0.5
30252,5,1.1,5,1.3,6,1.4
30254,8,0.8,5,1.6915926468195905,9,2.0
30257,7,3.1,5,1.6915926468195905,7,11.4
30258,2,0.3,5,1.6915926468195905,6,2.4103657099769076
30260,4,8.2,4,7.5,7,5.4
30261,3,0.3,5,1.6915926468195905,5,2.6
30262,8,0.2,6,0.3,8,1.2
30263,4,0.7,5,1.6915926468195905,5,0.4
30264,5,4.0,5,3.9,7,8.1
30265,5,3.1,5,1.6915926468195905,9,7.7
30266,7,0.5,7,2.0,7,1.1
30267,6,0.3,5,1.6915926468195905,6,3.2
30269,4,0.6,3,1.3,6,0.6
30270,5,2.2,5,1.6915926468195905,6,9.9
30271,8,0.5,9,1.0,10,0.6
30272,3,0.4,3,0.8,4,0.6
30273,8,0.2,5,1.6915926468195905,8,0.6
30274,4,0.8,5,1.6915926468195905,6,2.0
30275,4,10.4,5,1.6915926468195905,5,21.0
30277,6,1.1,6,0.7,7,1.6
30278,5,0.8,5,1.6915926468195905,7,1.9
30280,9,0.4,6,0.5,8,0.7
30281,9,0.7,8,2.0,8,3.9
30282,9,1.2,8,1.6,8,0.8
30283,4,3.1,5,4.3,5,2.9
30285,4,0.1,5,1.6915926468195905,5,12.8
30287,5,0.9,5,1.6915926468195905,9,6.8
30288,2,0.3,5,1.6915926468195905,3,1.2
30289,7,0.2,5,1.6915926468195905,4,0.1
30291,3,1.2,5,1.6915926468195905,6,2.4103657099769076
30292,9,0.4,8,0.6,7,1.7
30293,6,0.2,2,0.8,6,1.1
30295,7,1.0,6,1.2,7,3.8
30296,5,1.1524111764292648,5,1.6915926468195905,9,7.9
30297,4,10.0,5,1.6915926468195905,6,6.5
30298,7,0.4,5,1.6915926468195905,7,1.1
30299,4,0.6,6,1.7,8,3.1
30300,4,0.4,6,1.5,8,2.9
30301,7,0.7,7,2.2,7,1.2
30302,6,0.7,5,1.6915926468195905,9,4.5
30303,6,0.7,2,2.9,2,1.8
30305,2,0.3,3,0.5,5,0.4
30307,8,2.2,5,1.6915926468195905,7,8.0
30308,8,0.6,5,1.6915926468195905,9,1.0
30309,8,0.5,5,1.6915926468195905,6,2.4103657099769076
30310,4,0.5,3,0.4,6,1.2
30311,5,11.1,5,1.6915926468195905,6,12.0
30312,8,0.4,7,0.9,6,2.4103657099769076
30313,5,1.1524111764292648,7,1.1,8,1.0
30315,7,0.1,6,0.6,8,0.3
30316,7,0.3,6,0.6,7,3.2
30319,7,0.5,5,0.2,3,0.9
30320,7,0.3,6,0.8,10,1.0
30321,4,0.3,5,1.6915926468195905,5,0.7
30322,4,0.5,5,1.6915926468195905,5,0.5
30323,4,1.7,5,1.6915926468195905,5,1.7
30325,2,2.4,3,7.3,5,6.9
30326,7,1.7,5,1.6915926468195905,6,2.4103657099769076
30327,7,1.1,7,1.7,8,2.0
30329,5,0.7,4,0.3,7,0.3
30330,8,0.1,9,0.5,3,0.7
30331,5,1.1524111764292648,5,1.6915926468195905,3,0.4
30332,5,1.1524111764292648,5,1.6915926468195905,7,6.1
30334,5,1.4,6,4.2,5,1.7
30337,9,2.5,7,3.4,8,4.6
30339,4,0.4,4,0.6,6,0.7
30340,2,0.3,5,1.6915926468195905,3,1.2
30342,4,5.3,3,5.3,6,7.6
30343,5,1.1524111764292648,5,1.6915926468195905,6,4.5
30344,3,11.3,5,1.6915926468195905,6,2.4103657099769076
30345,3,11.9,5,1.6915926468195905,10,12.3
30346,8,0.8,5,0.1,6,0.1
30347,8,0.4,6,0.1,10,1.2
30348,5,1.1524111764292648,5,1.6915926468195905,5,9.5
30349,6,0.3,6,1.2,6,2.4
30350,8,1.1,9,1.2,10,1.3
30351,5,0.1,5,0.1,5,0.9
30353,7,0.3,3,1.7,2,0.1
30354,5,1.0,5,1.0,7,9.7
30356,9,0.5,9,1.0,10,1.4
30357,8,0.6,7,0.5,7,0.7
30359,4,0.1,2,0.6,2,0.5
30360,6,0.5,7,1.6,7,2.9
30361,8,0.7,8,0.4,8,0.8
30363,7,1.0,7,2.6,9,2.0
30364,8,0.5,5,1.6915926468195905,9,1.7
30365,8,0.7,6,0.2,8,0.7
30366,6,0.9,5,1.6915926468195905,5,2.8
30367,7,0.3,3,4.0,4,3.7
30368,4,0.2,5,1.6915926468195905,5,0.6
30369,9,0.6,7,1.2,8,3.5
30370,5,8.1,5,1.6915926468195905,6,7.2
30371,8,0.5,6,1.1,8,2.0
30374,7,0.2,4,0.7,2,0.6
30375,5,1.1524111764292648,2,0.7,2,1.1
30376,5,8.0,5,1.6915926468195905,7,10.2
30378,6,1.3,6,0.3,9,0.6
30379,6,4.9,7,4.8,8,7.4
30380,5,1.1524111764292648,7,1.0,8,2.2
30381,5,1.1524111764292648,5,1.6915926468195905,2,2.2
30382,9,0.3,7,0.6,8,0.9
30383,8,0.4,5,1.6915926468195905,6,3.5
30384,5,3.9,6,6.2,5,4.1
30385,4,0.3,5,1.6915926468195905,6,2.4103657099769076
30386,7,1.9,8,0.2,8,1.8
30387,2,0.6,2,1.2,6,2.4103657099769076
30388,6,1.3,5,5.8,8,6.0
30389,9,0.5,5,1.6915926468195905,6,1.9
30390,5,1.1524111764292648,2,0.4,8,0.6
30392,9,0.2,5,1.6915926468195905,7,1.3
30393,7,0.5,9,0.4,9,0.6
30394,2,0.2,5,1.6915926468195905,3,0.1
30395,6,0.6,5,1.6915926468195905,5,1.5
30396,8,0.2,8,1.0,8,1.6
30398,5,0.5,5,0.6,4,1.1
30399,6,10.0,5,1.6915926468195905,8,32.3
30400,5,0.1,5,1.6915926468195905,6,1.2
30401,7,0.6,5,1.6915926468195905,4,0.7
30402,6,1.1,7,0.7,7,5.1
30403,8,0.5,8,1.1,8,1.4
30404,4,0.4,4,0.6,6,1.1
30405,8,0.8,7,1.8,8,1.8
30406,3,1.0,5,1.6915926468195905,7,0.8
30407,4,0.2,4,1.5,3,0.6
30408,4,3.1,5,4.2,5,2.9
30409,8,0.5,7,0.5,9,2.3
30410,5,1.1524111764292648,5,1.6915926468195905,6,0.2
30411,6,0.7,8,0.7,8,0.4
30412,9,5.0,7,22.6,7,20.0
30413,2,0.7,2,1.5,6,2.4103657099769076
30415,4,0.9,5,1.6915926468195905,6,6.8
30416,9,0.7,9,0.5,8,1.0
30417,4,0.3,5,1.6915926468195905,8,3.1
30418,2,0.3,5,0.3,4,0.9
30419,8,0.8,7,0.4,3,0.8
30420,5,0.3,5,1.6915926468195905,6,9.8
30422,2,0.6,5,0.6,5,1.7
30423,3,0.7,5,1.6915926468195905,7,0.4
30425,4,0.3,4,1.5,9,1.1
30426,7,0.3,5,0.3,6,0.2
30427,5,0.4,5,0.7,7,1.7
30428,7,0.3,8,3.2,7,0.9
30429,7,0.4,7,1.8,7,0.6
30430,3,5.2,5,1.6915926468195905,6,1.0
30431,6,0.1,3,0.9,7,2.6
30432,5,1.1524111764292648,3,1.9,5,5.0
30433,8,1.0,8,0.8,8,0.4
30434,2,0.6,3,0.6,3,0.9
30435,7,0.9,3,0.5,3,0.7
30436,3,5.3,5,1.6915926468195905,6,1.0
30438,8,0.5,3,2.9,6,2.1
30440,4,17.0,5,1.6915926468195905,7,17.0
30442,5,1.1524111764292648,5,1.6915926468195905,7,5.6
30443,4,0.2,6,1.4,6,0.4
30444,5,0.1,7,0.5,5,2.4
30446,7,0.7,3,1.7,7,0.9
30447,2,0.2,3,0.3,2,6.5
30448,7,0.2,3,0.6,6,2.4103657099769076
30449,5,0.3,5,0.5,5,1.0
30450,6,1.5,8,1.1,9,2.3
30451,3,0.3,3,0.3,6,2.4103657099769076
30452,5,1.1524111764292648,7,0.9,8,1.1
30453,9,0.1,3,3.2,7,2.3
30454,6,5.7,5,1.6915926468195905,7,7.3
30456,9,0.2,8,1.4,3,0.8
30457,4,0.5,8,4.3,2,0.9
30459,4,0.4,5,1.6915926468195905,5,0.7
30460,3,0.1,5,0.6,4,1.3
30461,5,0.3,3,1.4,2,0.4
30462,2,0.3,3,0.4,7,1.8
30463,4,0.5,5,1.6915926468195905,6,2.4103657099769076
30464,7,1.0,9,1.2,9,1.1
30465,9,0.4,5,1.6915926468195905,8,0.8
30466,5,1.1524111764292648,2,1.0,6,2.4103657099769076
30467,6,0.2,5,0.3,7,0.7
30468,4,0.3,5,1.6915926468195905,5,1.4
30469,7,0.3,8,3.1,7,0.8
30470,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30471,5,1.1524111764292648,5,1.6915926468195905,5,0.4
30473,8,0.9,5,1.6915926468195905,9,0.3
30474,7,3.5,5,1.6915926468195905,4,2.9
30475,3,0.4,6,1.1,8,1.3
30476,6,0.4,5,1.6915926468195905,6,2.4103657099769076
30477,6,1.5,5,1.6915926468195905,5,2.2
30478,7,0.7,9,0.8,9,0.8
30479,3,0.1,8,2.5,8,0.5
30481,6,0.6,7,0.8,8,0.7
30482,8,0.5,3,2.3,6,1.6
30483,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30484,4,3.1,5,1.6915926468195905,5,3.1
30485,5,3.5,5,1.6915926468195905,1,2.7
30486,6,0.4,7,2.4,5,1.6
30487,4,0.2,3,0.1,6,2.4103657099769076
30488,9,0.6,9,2.8,10,2.4
30489,8,1.2,5,1.2,8,1.0
30491,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
30492,4,2.7,5,1.6915926468195905,6,0.6
30493,7,1.8,5,0.7,6,3.1
30494,8,0.5,5,1.6915926468195905,7,1.0
30496,4,3.9,4,1.5,7,1.8
30498,6,1.1,5,0.8,4,0.7
30499,7,0.1,7,0.4,9,0.7
30500,5,5.9,5,1.6915926468195905,6,6.9
30501,5,1.1524111764292648,2,1.2,6,2.4103657099769076
30502,7,0.5,9,0.7,9,0.6
30504,6,0.2,6,1.7,7,1.1
30505,4,0.1,7,0.3,6,2.1
30507,8,0.3,5,1.6915926468195905,9,1.1
30508,7,0.4,7,0.5,4,0.2
